,0,1,2,3,4,5,6,7,8,9
4047,87991,85565,25277,74342,22510,59097,62737,24640,22348,34976
4048,148933,236437,238516,347015,263374,333741,180425,150177,333740,436326
4049,253379,244062,370824,357255,183382,245238,436675,374656,295348,228363
4050,115171,156294,149459,155705,148980,117066,3059,138550,113307,145444
4051,394813,260476,144991,402625,294222,199258,340421,162244,147803,216623
4052,319350,199401,390841,376677,335155,144704,242072,364365,280237,245419
4053,255196,439750,245250,205597,348076,418903,384636,408751,380335,380334
4054,10660,51270,119420,36792,37107,82656,25104,22995,93051,8617
4055,38260,98411,57154,91610,38048,39245,68927,19817,31616,68694
4056,384488,187900,426043,379497,368732,234725,217588,164080,202180,364813
4057,179140,406181,400409,195229,432007,419089,240354,387254,373036,416654
4058,415642,211680,325271,252791,262076,204444,242242,170494,137987,290836
4059,14688,40623,3518,66450,49996,20178,7125,21045,16052,4710
4060,291498,285227,276840,408757,435841,200344,246848,402928,282887,394101
4061,88766,92969,34875,34964,119487,119639,87827,82556,64300,85441
4062,206053,144687,397247,282887,241781,232374,402928,438288,142427,278311
4063,204646,210751,330359,229231,368232,295700,478230,489043,469536,286609
4064,354896,283727,198838,354897,257453,186213,266112,377859,364383,395459
4065,469523,464653,474364,480483,482087,478825,466445,478362,465351,488796
4066,348266,188911,419096,270751,176506,151138,419095,213722,147673,400582
4067,158563,411788,431662,421183,190958,177725,266275,322414,435076,400246
4068,282804,424965,337069,183332,270789,169487,115322,307279,271965,412288
4069,271119,208400,395599,262285,395600,215449,385761,321133,268485,227524
4070,227298,324580,218567,174664,402915,351699,143475,274024,376675,244129
4071,89158,89022,95954,49344,82602,27917,119317,59214,95974,95855
4072,144330,358668,345601,197709,110914,302830,240917,327579,389033,296892
4073,17180,17752,36096,69415,49624,57390,60182,10580,10994,49284
4074,420369,240616,310284,167030,391200,378328,224734,313521,403546,254045
4075,89076,45327,8234,103144,95004,24373,8318,24372,83013,5578
4076,387734,183488,256684,438154,298068,757,207526,263805,365319,216113
4077,107353,59561,62132,65142,25584,51787,15405,51674,65143,58847
4078,170137,178885,327242,362439,260566,362438,302495,110584,423973,170180
4079,199258,402625,216623,260476,363879,162244,417142,359290,394813,340421
4080,405675,230116,313866,310752,325764,206254,439558,205446,371131,384461
4081,51607,92704,65623,59137,58976,54340,8712,28495,25608,59069
4082,98679,98671,122200,31777,91955,39656,103472,39655,101358,516387
4083,97569,48390,81962,119630,95702,85427,34700,85198,95676,5824
4084,109939,114167,114166,1729,1728,109940,1214,1215,1216,1217
4085,13278,55364,41528,63507,53249,63424,24066,41765,7645,69448
4086,49491,4221,58231,43353,53055,57377,20701,57845,40347,11354
4087,2039,116081,114664,112009,114593,114594,90874,112010,90897,2040
4088,435995,243702,211419,303811,111882,363738,369033,188607,364979,168692
4089,172657,376854,315528,198378,385594,351842,413110,247638,349399,137049
4090,138397,257764,250646,247667,252997,265368,245210,402314,218189,383640
4091,323290,347939,219796,239419,151712,416335,388298,293549,288684,311089
4092,43175,43180,97408,14438,57236,30212,7316,60667,4037,16753
4093,34800,117561,95163,92379,88276,22088,516391,516395,516394,516389
4094,227300,187905,416665,339947,379495,270006,187696,328765,389739,230871
4095,439413,184717,393453,215810,181941,242703,189207,180130,212435,195706
4096,402153,222300,157244,197763,182488,424963,257722,137861,388459,348272
4097,31678,72544,39120,57161,31476,38338,39208,18108,31364,39347
4098,97107,107685,99414,38031,38261,91864,68500,59485,102826,73203
4099,390537,413128,286813,172025,114335,306286,413292,333887,164843,265812
4100,255286,173403,278043,225029,358666,378665,414412,217621,437027,296890
4101,119635,22488,119081,64672,51386,59146,93410,22609,89383,82002
4102,291018,274812,253507,242690,341871,211818,164586,177720,183253,183121
4103,106940,52698,31644,69069,99315,120373,99407,38204,39404,98128
4104,28492,119305,55582,24086,92586,95991,53924,25699,34918,61660
4105,39080,120252,105393,120028,99942,98100,99935,86678,99383,91891
4106,10885,69789,17035,60784,39495,55586,47324,38411,23769,20495
4107,319963,177211,421169,296857,439548,285032,368552,186536,143031,260355
4108,321467,238512,156697,265453,399763,217957,293271,391361,430702,331811
4109,95501,37302,117496,33065,89754,25016,78075,88429,82320,89791
4110,434924,350223,310768,163999,175596,286504,184041,321956,316688,190333
4111,7482,49377,3633,10955,62112,13795,63647,54202,62205,17089
4112,313500,386217,362587,183559,165883,358172,336701,198932,176048,386218
4113,518975,519032,519031,519027,519029,519030,519026,519028,519024,519025
4114,13604,3895,84098,97333,73526,40719,13666,14471,3998,36386
4115,515590,515560,515725,515597,515726,515579,515552,515553,515551,515550
4116,156507,148864,377838,392808,185585,367277,277973,344103,138895,270200
4117,359296,219670,372873,305248,113301,430016,265284,311080,379140,190012
4118,63503,36144,66742,56000,40263,20133,55359,40454,20067,14037
4119,23744,119823,27952,57311,53297,16791,49398,16005,17797,57896
4120,57399,10760,61419,7328,43063,66727,4387,39474,10799,58032
4121,14095,55476,100083,43280,36076,43500,66626,43230,43359,55659
4122,99004,50004,94103,99750,97027,99741,39382,118284,63442,38097
4123,55718,57297,40988,73464,23707,16455,50219,49432,3214,53292
4124,34665,22519,75296,88487,85475,25140,92571,95246,96023,92131
4125,69687,47365,40237,41561,10996,3521,20056,49385,43236,4706
4126,180492,364633,227664,435987,348253,246402,297235,406177,336569,204537
4127,161042,369206,436002,432186,436003,437842,171719,372114,222636,114010
4128,50429,55571,87163,11374,58370,57865,55620,49555,69700,60125
4129,211895,160241,169013,423141,359917,251933,258944,207485,319530,141123
4130,43667,13010,49943,59978,55826,10459,61205,92008,90862,8872
4131,16657,60604,5112,43498,44635,56059,40231,21117,55540,20437
4132,87443,92723,31813,88666,24627,75281,24482,119552,88804,87464
4133,12887,16825,27366,44015,73309,50196,60425,73714,70210,50178
4134,97286,99662,31416,120298,31681,38835,99643,91855,120074,121620
4135,182390,250537,388744,145878,217397,165393,164149,310026,206804,426689
4136,13299,3240,14834,3966,3217,100187,16850,36383,24108,16711
4137,47406,13342,20680,57881,17762,66731,76965,47725,60157,44341
4138,79271,34515,24440,11604,81561,25012,92122,119395,95549,118928
4139,147537,306904,175934,300176,144630,172107,234252,2866,114951,258106
4140,478728,487028,476439,474076,494135,482263,494370,461025,478233,493281
4141,288628,193103,347327,238743,1078,298389,398549,203640,320989,289356
4142,159985,299682,231752,249116,190394,217486,247931,2373,155618,214328
4143,357092,197368,137171,275660,247640,318558,189327,351187,380986,147109
4144,261995,274380,433806,221384,257626,286826,364218,370022,217144,388814
4145,424626,359144,355554,219104,159780,200617,189460,185975,169475,185142
4146,459549,490840,473048,486806,493046,479013,492072,487232,462355,386402
4147,37995,73109,57110,52890,47089,38198,52861,31344,31339,52873
4148,393140,269353,203386,264762,349414,404658,142539,181646,339745,144301
4149,96140,24653,92348,82628,118964,22720,95039,94986,75419,92420
4150,439214,234496,286770,388062,299653,2343,306810,114859,218022,316355
4151,202572,351844,403070,179116,437169,192761,351843,197441,344270,265956
4152,243649,167464,408451,437201,181507,374673,143711,281782,394297,171344
4153,331327,256634,385605,233234,334028,326602,168657,207298,266685,286154
4154,92557,92540,79451,45332,88437,92477,77728,118492,119108,78067
4155,283072,219136,265618,356014,263276,433304,354118,297577,268,322758
4156,458090,469062,479362,479363,481317,465797,458890,488760,467171,489340
4157,171034,234004,188156,388871,141123,229282,115673,225066,276925,180048
4158,119323,35018,93065,34268,92983,33119,35119,27834,94919,33211
4159,34814,53690,88609,90829,35030,95320,88551,92090,6017,118783
4160,157667,236960,407318,115684,307642,220948,212672,163381,523493,523489
4161,81621,50757,100648,82213,118691,84549,90715,87345,33005,83208
4162,494479,494478,470742,471396,477795,489867,458311,469349,458678,464150
4163,339267,193939,367125,436480,392487,410016,343951,266831,376051,208061
4164,347643,233422,423663,185113,114744,306696,334194,366136,168312,386065
4165,402911,365802,394958,381448,222802,232711,154314,292468,301353,109456
4166,373483,294370,203668,307400,115444,324248,409581,388733,307401,115445
4167,489906,459028,490117,467596,464263,463775,490930,488836,463725,488253
4168,193437,290568,351037,209717,351035,268217,333673,281159,145787,260791
4169,63269,49437,3934,3861,49201,16562,97328,55365,121920,34915
4170,357418,286978,139967,209106,310444,178852,187290,357263,418254,362615
4171,292470,254898,356160,335294,357570,154314,109456,301353,349244,292468
4172,95184,95198,37007,95386,92300,32664,92544,85237,83034,95901
4173,33353,34879,95970,93231,37819,100276,98040,24395,119097,119048
4174,51219,118174,118385,99654,97128,29930,99293,97178,98339,38036
4175,373186,394460,157441,431659,328926,250444,390040,328921,322071,294051
4176,48347,92393,43692,60793,58389,47480,57982,58105,16028,41771
4177,330865,338114,273673,314043,224842,421173,255140,110738,302652,304909
4178,57372,4178,52960,17527,56046,27455,55534,43314,41242,41249
4179,186578,350885,266175,166657,380522,254823,270526,311441,430024,179098
4180,16619,13407,3571,40956,3233,63267,4125,4538,17086,58064
4181,202714,214009,317151,150079,211440,426035,317152,199743,216184,219087
4182,89519,83169,118909,82421,82867,97510,8320,70818,35021,90719
4183,192589,389714,162719,440232,375747,261194,193218,396715,151091,405005
4184,339456,214416,139487,214830,325792,263354,325793,185796,317506,228618
4185,386044,286028,114860,306811,272799,204446,188476,176488,141009,224098
4186,355555,172297,259861,291666,152999,314400,191975,317146,269266,108638
4187,76975,19993,3933,44241,36196,41531,57246,4246,14609,39862
4188,119897,84496,397243,88763,97479,34779,259352,336245,94881,24677
4189,234623,141674,204502,389892,167762,346562,275796,329263,214262,265342
4190,16993,55692,50372,13108,57547,60669,84101,13193,3206,3782
4191,36054,60553,88796,48350,62267,60021,57300,50205,16026,17618
4192,115326,229048,201531,187383,165033,178594,111724,146838,142216,172801
4193,156597,299846,2536,368079,163360,423965,218798,110242,302147,222600
4194,56548,89507,62979,12018,23131,56743,62577,65124,98582,83180
4195,199911,269074,269011,158860,178129,112330,304266,204546,211845,148316
4196,117977,118326,93278,75278,121760,31437,119633,89095,97124,103879
4197,235124,412460,272970,232943,158008,426044,212616,332846,323606,108644
4198,518975,519032,519031,519027,519029,519030,519026,519028,519024,519025
4199,17600,10824,16832,49458,17062,14679,30227,17566,16521,39834
4200,75161,37300,96355,95249,81641,79409,79407,119601,85370,97563
4201,347474,249426,196194,167284,349256,436008,413591,219998,403078,395594
4202,199225,213828,385924,163050,148690,288568,360239,434287,341374,204048
4203,39818,70172,7221,80739,60083,53193,20997,100039,60338,17253
4204,109939,114167,114166,1729,1728,109940,1214,1215,1216,1217
4205,84857,119112,118707,93218,22727,11463,97923,92636,93075,79378
4206,43266,20905,16309,92019,17566,16827,23751,30227,19999,57315
4207,92847,84891,32814,51074,24819,75180,92671,36968,56427,91029
4208,304097,112165,403550,252309,374169,354877,313526,407634,321297,287688
4209,426028,379139,151873,161443,208214,353145,160712,163505,440238,216645
4210,61812,59123,65627,88470,23260,91160,53968,17799,66618,66706
4211,37989,91824,71129,42963,37897,38950,39348,12778,18109,39407
4212,462905,488256,467291,474000,462131,481850,471596,485556,471127,465402
4213,7034,10947,7823,7515,69648,57363,101418,7847,27740,60038
4214,471749,477063,488421,483260,488836,464263,468559,459028,463775,489554
4215,186420,410822,237364,334185,176035,218939,299356,2046,138087,273854
4216,285413,171861,138431,323461,208004,342832,408877,402938,350731,435435
4217,13784,40815,10513,20893,57205,4210,55699,24239,57215,27600
4218,229976,399923,366935,378824,366936,405684,429699,429700,438287,429698
4219,23787,295208,17888,152340,381774,238168,63445,338149,251572,360244
4220,36152,61178,16946,47343,11362,16934,43208,55542,49914,66747
4221,84385,118590,74862,34311,84467,78951,24352,34638,44589,78456
4222,359929,298214,903,335005,348769,436481,286816,142934,190337,417303
4223,85306,119327,96361,75469,22795,119209,95066,84698,33943,63813
4224,354258,154238,432782,168308,320840,234958,222854,438777,198674,347319
4225,412617,440553,240764,212117,258082,379663,372563,195570,167761,412287
4226,16693,17614,56083,16870,23698,16889,3983,3822,16888,3638
4227,174176,278174,116717,308685,258249,2698,300009,424138,148473,248571
4228,100220,13660,4107,60919,61396,40864,61086,23725,16547,80692
4229,3949,3935,84084,60366,73619,23905,17164,19905,16725,16506
4230,13015,13201,13376,66584,55445,13330,16690,4018,39985,49489
4231,117713,99015,31660,99714,38174,98058,39235,101919,98174,97217
4232,525661,525646,525663,525654,525660,525652,525633,525635,525637,525644
4233,55701,17235,58054,52951,57336,39493,60633,49441,70144,16034
4234,362133,310282,367762,376869,179877,381933,324927,180254,234506,139454
4235,55346,43283,66533,36352,17167,3780,20827,43533,60759,4014
4236,406680,200006,210095,373050,339921,422324,427927,196056,413286,242113
4237,92923,92448,35100,96260,108004,92813,22651,96276,22725,87642
4238,318909,180441,326121,184703,426377,216618,397933,155350,377387,419271
4239,115602,307558,426851,174172,364039,175906,438617,205570,395282,333819
4240,50749,90777,85176,24702,22132,117353,79338,22787,77297,24378
4241,24727,87689,119493,93375,82546,88606,61603,83234,8039,28102
4242,314885,241180,409123,375763,332991,354273,343160,203139,380676,397754
4243,13602,33748,19907,15973,23651,20970,13727,43138,13483,63292
4244,412466,212022,424806,311263,353956,196680,250761,375586,440401,403093
4245,254966,427629,169854,422476,410807,404832,254303,262114,432947,403217
4246,410671,398859,257765,194826,187338,166294,437174,370360,313217,373822
4247,14581,38481,11347,84100,43354,100177,11351,3237,66451,49295
4248,91040,89339,88750,79312,90970,5790,75135,25207,84908,87436
4249,88278,89337,119517,33113,87326,95690,81978,119105,119171,24789
4250,184463,219767,148316,178129,269074,158108,211845,162851,261186,299360
4251,10788,43530,60838,63311,44071,39473,14676,20356,66713,43496
4252,66570,13265,13244,43391,10851,17579,13124,17245,17593,13266
4253,255223,439362,405993,212025,345400,156526,272916,415623,404622,139309
4254,190655,348929,382658,196809,205879,406528,138747,369383,278575,437997
4255,61240,63525,60495,80801,49279,58053,60756,57513,44125,69454
4256,112173,304105,387936,210299,238688,177108,296378,366135,239173,253211
4257,404662,376865,196430,319678,395919,404487,430703,329880,149551,221687
4258,95487,90835,34671,82367,95985,88651,88715,64640,25409,31814
4259,106,172857,168342,168994,145863,159708,104,105,140573,144610
4260,171702,336878,429507,321434,423947,254729,431298,215931,233126,265196
4261,177912,214533,332838,342987,111072,302990,282832,328048,435842,388285
4262,382653,317841,267268,363886,167399,217943,398395,163983,379820,190377
4263,509710,509692,509717,509699,509693,364228,509694,491984,509705,247391
4264,37989,91824,71129,42963,37897,38950,39348,12778,18109,39407
4265,209157,389552,228638,440221,391627,191749,266762,363069,328369,364623
4266,2039,116081,114664,112009,114593,114594,90874,112010,90897,2040
4267,10748,40727,11124,4695,10681,10731,43957,57347,49580,20971
4268,16361,17438,23642,15955,3352,13555,14272,43817,12929,20573
4269,95012,119701,88184,118827,117519,95068,75391,27935,39577,118954
4270,10768,57498,50254,4694,20976,13646,57337,66496,48038,3514
4271,34964,92969,88765,88766,82556,78998,95700,87827,119620,88446
4272,415167,335473,191126,433968,245524,296072,388929,417750,313208,185997
4273,143713,114931,306884,341349,145811,162863,257796,405837,232204,276652
4274,509719,509695,509701,480128,509718,509665,509712,480113,509703,509664
4275,119452,93290,34636,34888,118912,85573,91059,24585,91090,85368
4276,326610,315544,365493,152141,238296,290669,208643,436332,273910,243393
4277,217495,396252,313886,325279,244209,330383,377176,288513,423975,393454
4278,261112,242045,408121,255336,198897,110403,302310,332144,431020,330549
4279,371944,372565,406025,167636,176522,392173,156235,370685,227280,431841
4280,262089,232326,148045,230734,320979,288164,373978,432771,157675,265362
4281,184143,292955,292954,242274,174249,195876,319660,321129,391185,257706
4282,37943,118409,13491,121838,98427,99831,102249,93816,94104,120000
4283,364046,398400,180116,275792,273134,249869,245979,169736,158547,147823
4284,88170,87925,32299,33336,84852,88154,32493,82948,81633,81559
4285,115388,149578,140349,147202,111703,137145,142244,412,109263,147167
4286,190861,404328,423482,344278,278170,278709,427337,2042,299352,171341
4287,282013,343314,197272,404474,328754,199356,204960,204149,228103,281093
4288,73735,52914,33752,48001,16227,27338,27358,3886,7209,60662
4289,264649,342477,163646,414866,209990,165515,404470,181107,186001,193400
4290,115772,307731,338950,277779,234227,257140,162565,248109,409745,356158
4291,164291,302325,180233,299514,150777,168506,229995,2205,110418,288095
4292,440242,336576,334684,391644,198865,438292,188338,113151,305098,408695
4293,25581,58980,88776,8472,59134,93058,108260,23045,59631,58637
4294,216851,440543,430173,247620,178044,141481,236567,221696,218013,157870
4295,193535,351705,315334,301516,109619,422831,283721,150548,159706,343955
4296,342318,388289,95422,348085,96256,24729,359140,300525,108631,220528
4297,87828,118800,94973,34512,83004,87954,53765,88837,82381,95493
4298,342463,232257,145474,243719,342304,115082,307037,440207,182161,285572
4299,111396,181263,175819,180512,165840,174266,139406,111551,151980,143131
4300,16719,16402,3620,3734,16181,3363,16874,55341,4346,14666
4301,154210,371587,249467,235071,388516,200715,246621,226697,305414,113467
4302,81119,25243,90841,24719,83246,36963,77081,34514,89043,97548
4303,518975,519032,519031,519027,519029,519030,519026,519028,519024,519025
4304,186179,164655,413282,373048,233186,365494,348932,356516,417472,185523
4305,42156,59478,51331,62258,59124,54042,54043,104694,26142,6118
4306,469578,474228,477835,459925,458164,466582,492516,470221,476792,458161
4307,14640,57717,14087,12944,16875,16905,12976,6969,23644,10638
4308,177485,312391,329548,183446,162231,149145,318686,339248,298514,1203
4309,201605,244113,180231,361812,153345,208512,430834,434737,199013,210809
4310,382820,149628,163152,432629,193924,212612,143058,292645,438925,307644
4311,197742,321631,244402,320143,188438,219055,190920,162034,150656,138088
4312,117305,48070,34297,37006,34755,92326,83043,95208,93101,48312
4313,157668,281040,347753,214433,182980,268266,378823,371136,405683,424309
4314,254711,174346,214169,390512,241672,268563,425267,217838,229191,363873
4315,49313,44177,36047,7626,47245,10558,73559,23701,73401,17770
4316,317159,275865,280027,323454,347936,261344,279185,359150,188304,291671
4317,243531,110423,437340,319991,423825,179837,325108,357116,302331,212933
4318,88621,24688,85400,119943,88764,34933,22977,88648,74857,89648
4319,467428,486405,471270,472748,487414,470221,485557,458164,458215,477835
4320,317677,172427,403707,412774,281763,265445,315017,258924,170431,433628
4321,373036,416654,240354,387254,419089,171023,358976,432007,406181,400409
4322,342029,350209,254674,177956,372201,386592,327722,320977,386593,375086
4323,219767,184463,148316,158108,178129,2050,299360,269074,162851,261186
4324,4006,43194,20729,34925,25240,24887,40813,24814,119279,117307
4325,23881,10916,4592,16458,57211,11101,49981,49975,49220,40716
4326,263388,115164,307120,388290,137502,311079,364630,384477,371590,273235
4327,289111,156190,155840,423485,221687,220761,404487,439245,404662,242780
4328,382654,600,297912,182652,230359,136945,428070,153311,156149,356332
4329,185913,183265,402158,335788,347642,366134,423662,338335,330200,437335
4330,13649,17183,41112,13132,33758,97330,49187,50585,100040,33744
4331,202180,164080,364813,217588,391991,216775,272000,291834,435589,225103
4332,419839,365801,212787,251131,388866,513345,513322,513315,513334,256316
4333,4779,16036,49493,7155,47979,41288,27720,24132,21078,16098
4334,240650,330377,213579,172702,255352,219134,148968,407950,164844,436688
4335,218716,427340,319830,321294,391190,410824,199404,437180,209386,316054
4336,431299,439361,408583,222713,358319,330530,439549,241394,418401,192828
4337,89135,301705,335480,249128,438162,205338,150200,401251,373047,145183
4338,14203,47924,50193,55915,36103,58105,69659,7495,60936,40681
4339,66451,10784,36136,13379,43132,40964,13190,11347,38482,100177
4340,45850,50960,95127,88768,93313,95098,88984,25284,36829,88976
4341,63336,60079,49517,49791,60628,49469,10974,59455,25482,14271
4342,397400,274236,429850,267688,259878,194302,408747,184992,260614,228368
4343,383944,269480,186722,345216,217299,268682,320959,221765,313344,430830
4344,170124,224335,400579,156327,272409,225399,152663,158133,193250,253588
4345,174077,297053,192885,295875,166241,192227,202468,145436,160936,224190
4346,38306,38352,98249,117706,99085,98912,37877,91817,68980,99897
4347,268374,256455,262812,141748,157856,422992,312404,315698,183038,404179
4348,431475,111060,302978,158064,158048,171424,254198,371579,314206,436137
4349,521622,522535,521946,521320,521876,72703,122903,12592,72697,18933
4350,83143,75000,90695,84461,21889,84701,101239,22213,88129,74702
4351,26853,55116,521869,521487,46111,521467,104348,521767,522248,521630
4352,22408,21827,34452,118849,81143,85319,84866,22197,24658,70795
4353,522199,522334,521481,521347,25451,521726,521779,521753,31054,521972
4354,78527,78512,84303,77840,33323,84779,78516,5054,117622,32670
4355,69230,117850,51523,72880,117795,48690,120696,80593,48691,96880
4356,37399,66063,37422,102777,26521,30963,94506,108459,94381,72531
4357,170862,296335,345201,360202,391157,306078,114129,144908,167827,248564
4358,493373,474273,474701,473898,471346,483590,479555,460342,479231,468940
4359,384832,379827,283247,287893,148311,430031,370687,375909,233430,384833
4360,92085,100643,32903,81565,92238,78494,84984,84690,82715,88778
4361,322730,258144,395118,433949,437659,292939,169527,318685,264651,327063
4362,24406,74970,78495,3124,82706,12796,92166,33024,77615,3116
4363,214515,255560,170453,386559,170297,300314,3005,331428,304043,112112
4364,245544,274697,356293,157924,415782,174474,236302,404989,389357,372545
4365,368561,260811,357402,300353,3045,228381,153542,368562,424456,311069
4366,117242,34429,34484,88317,34553,78536,75336,22350,82026,100939
4367,33136,78970,85409,5081,27769,95120,63911,84288,70703,24447
4368,443169,443281,444730,451930,452012,444908,443292,450769,451028,445504
4369,117019,308988,436437,300131,2820,264514,256680,411925,156670,287302
4370,26352,107481,72378,107240,15643,18891,19766,55193,93500,15579
4371,286438,391466,361787,424074,375860,222613,187170,431609,169715,271765
4372,163516,170595,150324,275731,191317,250368,353418,222502,317108,207142
4373,80431,52340,62001,69009,90502,9858,52513,59376,104365,46010
4374,521487,55116,521767,26853,19770,85635,48694,79506,521869,46111
4375,62004,69089,75801,15218,35789,29639,104992,29654,48976,35584
4376,9665,63051,9210,54592,39334,66153,54324,62153,121019,62150
4377,173807,375403,136761,357248,415974,394251,195479,176888,184203,278650
4378,260856,428986,305743,113796,407571,418042,271961,292757,398976,361362
4379,522263,522217,522189,521991,80582,522211,35467,522560,123155,521537
4380,68159,46449,55254,72491,107674,107234,35427,42557,10009,66302
4381,355302,178379,257280,304038,112107,260088,356581,226544,156652,165252
4382,450316,451035,443237,450680,444823,443253,451451,450065,449107,449076
4383,88382,75148,90689,32802,79053,118971,88071,32805,24286,41588
4384,232004,267453,317602,394899,368818,403019,265610,210787,181044,409803
4385,92458,92162,83123,87292,117170,102374,48343,88168,22932,117553
4386,61776,53984,46081,57033,66407,29058,15672,29549,65933,59468
4387,101647,105443,101585,122175,39606,104532,31754,102375,30166,98662
4388,215694,203243,346810,301267,109369,246304,333062,313009,262417,238246
4389,272617,230577,327064,404644,255198,193464,398687,438593,340236,336074
4390,391293,213107,354649,268116,418189,249504,378766,244701,395541,407706
4391,10113,10221,54151,94347,93855,57046,122107,107605,35568,72103
4392,97625,25953,15265,12354,23160,89242,51911,83873,94498,86759
4393,509784,509812,509815,509827,509818,509941,509788,509814,509803,509821
4394,52430,19759,18602,79856,75568,59523,12516,76424,66321,29817
4395,69142,19512,23313,55195,23400,42576,80339,48824,10125,15082
4396,46330,18895,98067,496648,496647,72140,496646,62044,10265,71002
4397,470255,465815,481197,459768,491074,491073,465878,463017,465162,475388
4398,461592,465873,464306,461750,472599,460101,475498,461840,473214,461525
4399,64848,83109,9358,95055,33220,82919,32485,117610,79471,22682
4400,408374,166637,358277,277238,379427,393390,233461,325209,389306,230660
4401,190474,302805,110889,396055,270535,241905,154615,193834,371421,310738
4402,96597,15921,42384,28730,94346,28737,90140,106567,62068,28773
4403,10442,117613,88142,12814,3126,12833,10449,12805,46430,8789
4404,47019,10350,26990,104994,25574,67785,54272,51482,51483,37583
4405,240663,155526,348066,193834,307171,115215,435404,154615,380322,286021
4406,94021,52627,15203,80505,19462,91750,28830,8443,18302,90124
4407,84822,94807,34466,50800,41494,79041,82312,24606,79071,24306
4408,23209,28738,106055,28628,90136,64759,28540,65630,65544,61982
4409,447076,446691,447848,445724,447286,447668,441721,447296,442521,447094
4410,467632,472392,471902,488842,490284,478534,474095,475060,463692,488635
4411,435209,404615,408569,358011,325052,210416,183490,429497,378789,252081
4412,162050,171961,322694,213383,271231,254031,205284,309967,146609,323845
4413,215223,390347,348584,244847,390346,187124,300826,108931,412438,377356
4414,422561,395519,214117,226691,335234,258698,275299,329800,309933,355785
4415,432278,211866,180087,261892,208749,145527,255490,423091,249874,415273
4416,524908,525121,524825,524888,524927,491638,524843,458603,524854,524946
4417,117423,84732,84836,82316,82061,81394,74709,82302,82052,118690
4418,152759,356791,293721,187439,224918,406008,139995,440233,172486,200681
4419,520225,520620,520547,520530,520378,520680,56657,520249,520339,520340
4420,413373,231249,413372,227184,153219,276516,395374,202938,413194,373113
4421,405609,175064,337304,390111,400327,405608,148194,395053,234847,158013
4422,57093,42395,12689,102822,49097,75501,96589,117719,121556,102940
4423,153705,381875,142904,293053,218481,267956,355140,328858,413843,213974
4424,332825,368856,396381,396380,368855,321924,215784,161796,397575,416302
4425,275279,374425,138758,344190,116148,308107,358130,367531,245980,212193
4426,385103,293862,379961,356749,439710,191592,400528,266146,191942,421823
4427,1148,298459,426446,343865,354477,351927,265197,202957,373418,426601
4428,522544,522116,522120,522432,522099,521977,521514,522045,522076,521540
4429,31106,54264,59249,80462,80350,46338,102720,122911,61837,15271
4430,69141,66085,98071,75677,52183,75707,69085,8512,48626,106496
4431,6311,42601,105040,46817,69092,52349,59385,76070,93446,65358
4432,12352,67868,71337,46017,102037,106866,75994,80491,105220,66396
4433,100281,57117,98195,121427,99391,105363,31565,98235,31708,37766
4434,376822,109904,301811,432906,420324,148314,272881,184664,256747,223163
4435,46353,19298,15754,31091,46898,29536,122580,59293,18434,122581
4436,444872,449043,443427,454494,449817,449523,445529,450289,449479,449900
4437,54854,52057,54959,30645,15060,23158,122882,66070,46689,42661
4438,19720,54975,55079,72882,63109,12605,58994,90563,62039,102227
4439,490322,485482,471619,490033,468031,490764,460475,485822,471491,481251
4440,73074,10115,52608,105270,42493,105026,96601,55162,26361,46116
4441,446204,454703,443194,452015,454702,450266,449890,448658,446174,443139
4442,52442,15924,106852,52344,80355,9951,106821,55022,42610,29539
4443,24516,82157,70524,85528,82360,78182,22526,92797,92282,50680
4444,166446,255480,275658,113230,305178,390467,146244,266415,200807,403633
4445,105330,105268,51339,52306,26468,108398,23334,76190,72114,12672
4446,77598,82247,70673,90705,117611,4651,77792,74992,82343,34366
4447,63643,74875,24292,77990,75116,78608,84701,101239,90696,21741
4448,499875,499874,499871,499870,499872,499844,499873,499845,499869,499868
4449,310360,162667,285523,254929,327507,379253,404412,287242,352749,389306
4450,450097,449485,450721,445495,451914,449912,444628,444885,451221,450042
4451,86775,96601,73082,105026,42493,8604,52608,19210,73074,71211
4452,330849,309175,348064,204325,421522,291320,384627,342969,163493,409099
4453,117993,117904,52726,104758,122960,122717,93783,106365,118058,96688
4454,472422,491890,480579,524913,460668,472693,524909,524912,524945,524900
4455,93501,90425,23537,52345,107553,51411,105036,10213,30525,35585
4456,71736,10169,48681,123166,123156,66309,15654,10294,104018,42877
4457,32675,117283,94809,24465,82488,118956,79075,85189,79074,107936
4458,207693,184420,206714,422258,409356,283655,269088,430101,380610,190443
4459,118943,87803,24305,78946,118531,84663,87265,81733,22202,22206
4460,157506,361200,393248,203404,340215,434096,242070,407417,388843,246093
4461,86671,104451,38908,520806,102619,30195,38831,121781,84072,68916
4462,263275,427290,427439,249257,411445,172530,112284,304218,436110,160873
4463,79530,67689,6496,67583,23532,106637,123189,123146,85925,67653
4464,147951,421523,173145,258555,144641,237817,314035,189213,228593,409100
4465,218358,420116,199614,390614,232678,237409,237922,182941,430433,233369
4466,357046,253820,147019,439323,346046,296989,276436,436085,368172,429276
4467,418167,360003,289547,151950,147581,298458,1147,204870,180270,434055
4468,33513,59540,61773,80603,23402,68142,6605,52631,46533,106636
4469,12760,38202,35891,37955,35729,29150,29949,31390,31619,19803
