,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4767,110946,317528,291862,400939,226594,261616,291863,302864,159594,209429,218921,256959,141357,201367,199102,294260,108825,151505,142940,163832,215068,210682,207628,240517,108826,138346,187656,140484,192879,154750
4768,458479,462693,469611,484681,461147,482769,482323,465098,477432,464366,484217,487741,491359,482143,480735,490215,459457,481389,487297,486853,461054,490214,474749,493071,485569,477901,485651,466503,469087,461570
4769,371187,264814,410706,264030,383007,323952,1251,298562,401920,312777,366327,216650,222040,349125,187368,260984,215241,227914,230410,292835,398564,292993,376898,410707,192183,190321,352375,228647,189705,288018
4770,239521,240416,155084,322950,329286,190302,202512,201130,151486,258645,437875,433518,343670,178366,422535,194441,255543,315578,230080,137628,346921,323495,283762,218099,266293,306162,114212,275697,240754,433517
4771,417932,236291,368128,187495,313391,313392,376892,366643,388185,266123,282992,116110,308069,289511,391220,399055,110272,302179,222412,381651,167460,434795,420746,313238,404529,316400,330586,327753,276963,143303
4772,328958,384500,380028,372215,257598,236234,311623,354284,192865,191548,208598,228619,282395,309217,323305,332689,144352,443,172290,186159,198007,205687,209861,216265,271289,279198,283086,317363,318922,297752
4773,154868,422861,422674,333693,185047,401590,329588,237082,207395,146309,143292,422673,189142,225166,366000,289901,314905,152932,381026,230166,339480,152747,206494,326642,167809,376563,190537,142267,326641,395476
4774,246440,245987,404368,149030,371482,411027,514038,174621,514386,157565,211118,377201,399977,375122,183982,415683,424367,189483,362824,310472,374029,151961,185038,274799,157508,374958,267960,211704,336135,330243
4775,332533,329126,192406,388114,165408,422043,158067,418953,409887,206749,418952,424987,199565,209410,317532,247913,147868,277830,422871,148032,363911,416688,403113,226462,251172,266076,194625,272326,251200,147844
4776,281746,273964,209532,282491,203247,264493,309543,258025,166310,146535,392001,369395,258103,164928,407325,109132,301026,247759,422191,169939,155219,256615,380532,240671,433656,422192,220264,390391,241025,343505
4777,486113,475641,468657,465711,473672,462082,480477,478854,479813,463874,474914,466322,490522,478375,484894,479814,469978,39152,465862,467593,478874,494449,471341,470883,474340,458694,462310,94190,477825,487763
4778,433999,171168,264670,260052,423012,227522,438643,177016,283740,417175,253094,257879,417167,312429,403894,180746,269136,267229,146840,329583,288710,388834,264245,254275,247576,190470,208604,263167,372737,172408
4779,346002,439813,412180,173014,418453,393830,374544,400797,365013,389601,318456,143623,156702,237481,234182,439814,311297,264407,266673,293943,259680,212980,161055,240412,243984,183959,194217,384192,147659,194514
4780,286849,218777,316425,237689,416033,264255,334069,165516,411380,244045,321178,208475,272846,285303,112215,304149,196504,407837,240255,352851,335832,364882,368294,427534,239665,163193,273707,434480,252614,319716
4781,171818,398122,333627,401434,1440,298751,259978,320596,217644,231325,403584,417000,185945,320595,233346,303677,111748,190344,149516,188903,213729,250937,340624,165956,140844,266617,218535,387605,320732,372750
4782,218275,241483,217607,267918,290881,177809,194658,271702,293398,399965,371986,436360,252762,262931,215401,353024,146151,430876,168216,316405,145090,199235,373848,430875,155127,349753,296569,399966,383662,424503
4783,368616,414766,353505,363280,282800,357456,416178,416177,424492,411832,250745,177739,297081,196327,431355,229533,321989,249211,228645,242106,311286,396941,374357,388412,245422,168528,282647,322116,213936,177468
4784,154222,318597,300561,317193,277689,289614,300562,302697,184881,220630,209011,273514,252248,297440,287014,281961,108669,166622,190052,207192,186123,201632,108668,66,238144,138903,110781,246701,281143,199969
4785,222247,324480,161732,262693,518121,358255,171050,259503,341434,446793,160171,518119,170249,291082,282849,453814,279276,334010,443066,518133,415722,184219,334009,296128,518125,378732,454560,316748,186631,518110
4786,185732,254955,284764,182593,323950,143566,432643,233589,241501,224268,301404,156713,233509,109507,198406,331037,321015,419891,392840,352380,401919,167448,347200,420407,362325,352381,315208,312611,223290,167895
4787,469066,481567,457781,489909,473207,459512,468909,470079,489908,462755,463109,485369,489474,469452,467636,492125,487662,484846,492931,481568,465899,30095,462256,468358,468538,458959,54657,467809,490183,471894
4788,185255,138381,149500,156067,156326,334083,360883,368300,112726,304669,379044,267791,212738,379218,142423,256175,170174,283317,267444,270923,282570,207969,199167,350628,434827,150976,313579,397832,272654,336803
4789,435724,398560,160559,295230,1236,298547,202603,417489,398559,218884,228613,385619,213036,327268,274141,401909,366156,274088,312607,417596,262543,165447,335644,362483,355071,382836,217775,428243,423853,182758
4790,206687,167292,114840,388765,401270,312123,354592,306791,264281,312124,219391,320587,413152,312122,309544,425298,287289,178789,183762,142258,465032,466477,466655,465499,458239,474229,475348,470452,473697,487421
4791,494234,466048,485196,475038,468010,468771,470560,461897,478790,470868,487216,465310,470237,478347,479022,489388,489712,488149,486658,493302,488169,469492,466257,485209,464079,494692,491772,460767,469848,475528
4792,270445,162923,374369,187239,425155,364861,374370,289355,291542,332019,268112,250844,206130,342540,263783,389250,278636,253419,202698,234438,405238,322127,171925,170086,427851,386653,357635,171008,256557,336785
4793,269935,374024,249989,358547,341902,153630,249139,393478,237788,296734,336279,334226,222133,170857,174987,186667,199845,246814,164460,428897,151053,424170,257733,2567,299878,424677,362942,226769,363119,291052
4794,254070,258371,410225,241484,322801,398124,395318,301891,109984,422210,214166,370235,292513,248437,236561,143395,403744,267816,284256,221285,379857,288673,314618,151799,398125,238041,289462,395169,294582,255287
4795,349302,305837,113891,175708,192492,255883,300729,108834,222099,264777,389928,192268,225240,426082,239883,148437,309563,351424,376253,379544,190797,369578,183575,440130,389927,182449,149088,197976,216239,426081
4796,46036,97206,99747,54712,9929,67284,96095,27992,118183,75766,96011,38680,65546,28052,65547,12021,59891,35582,42417,26220,54769,65993,65367,85577,63130,28604,54623,14993,96147,64615
4797,469029,458917,466622,469026,460793,465302,476374,476485,475103,486233,470333,492193,475455,460275,465467,485107,466788,468119,488662,459958,474509,467749,472904,463375,470191,462295,466616,483487,494492,462911
4798,466467,492388,474052,472954,466264,485181,474607,471384,484969,483704,484298,480180,490728,490586,474990,463117,467262,463721,458797,471840,471899,474326,461751,467541,468856,478189,491753,472751,460387,458707
4799,496598,496594,496595,496593,496612,496602,496601,496597,496590,496591,496596,482448,496592,496588,496589,109329,301227,486272,496600,484504,467692,496610,486991,496599,496609,493863,496603,159689,496611,496604
4800,284765,180018,352373,315209,197330,268905,356370,275590,241913,384017,255021,326952,257183,174732,312612,321016,273146,188988,233704,154433,423520,315910,410697,179867,320870,404050,438033,434156,434165,1758
4801,276467,240030,349447,163600,427055,285287,266176,420579,174036,224614,404363,205388,434473,219711,149946,301554,109653,407825,373529,423173,362324,238406,96534,350271,344309,251395,385798,195710,288117,166293
4802,324301,200545,252614,200228,184889,181661,230878,222009,186352,239665,269349,321178,264255,165516,416033,334069,411380,244045,364882,368294,263350,511090,432824,511091,251710,316425,335832,138262,279976,511093
4803,472026,475010,494521,482467,463814,481916,458415,458976,494057,465294,466208,465929,483975,483545,472198,468679,487437,477166,488486,461982,466786,513242,492637,467487,513237,513235,473349,513238,468461,472671
4804,267189,192269,376078,164162,195639,201612,301564,109663,179265,287170,148288,173066,232102,109144,301038,348292,220939,329284,410060,314605,334880,230502,238375,429735,231793,161229,111258,303180,334723,194375
4805,473767,473193,490853,471863,459720,483508,460664,473221,484797,478349,477773,481337,465129,474363,475195,458686,480697,486041,485626,460706,472349,486066,461972,458676,490854,465048,484647,465093,471782,484178
4806,210610,423864,240479,420410,260082,210803,419882,160598,261040,401921,163466,404208,381486,198391,166018,419883,115956,307915,333843,199617,211843,206268,182140,228708,231536,197872,264045,384198,404052,310210
4807,402666,429389,189195,280976,285267,300392,3084,336768,280977,311461,150532,393969,347780,227698,268244,147254,180822,348639,364844,336601,308881,116914,136835,258933,166301,347779,414918,232607,429221,305459
4808,483849,463259,468166,476800,489921,459733,473659,485538,465350,475805,491932,469659,468116,487740,472966,484863,487742,482809,458139,474510,483850,487313,488600,486854,476288,473770,482142,461325,473451,465340
4809,269014,343365,185118,361314,405750,309739,251400,422233,109167,301061,266355,109332,301230,343208,190253,343207,147694,301229,109331,102135,250640,422232,103884,93669,416724,233718,138598,190555,257678,260353
4810,277734,243420,208434,281701,281320,405193,250060,173446,257917,289626,309073,117102,353665,342354,244850,140016,158875,273199,269693,196857,389769,342355,393838,409895,403121,386972,375935,380226,288312,382860
4811,247834,417019,309251,236255,192326,231678,267466,496478,496398,369771,496397,305323,113376,496394,305324,113377,417020,195857,412514,496325,253549,290503,416567,496395,496328,294111,241168,283622,402827,263711
4812,397120,199341,194183,358876,220768,258661,439457,187627,195253,158069,174151,382493,348645,334321,246835,285102,113014,304959,230838,188806,243123,411843,325144,239830,436736,397119,324962,184797,318294,187396
4813,429747,309402,409321,353997,169275,379539,190641,209381,141652,283105,409167,317717,114047,305994,209583,412818,270999,370079,423043,300726,108831,137452,211746,309403,334562,137,297446,159029,431718,160733
4814,313245,320472,327623,205737,158424,228646,187215,386113,287611,301734,109829,280635,428410,234299,217940,109967,301874,237894,374818,147607,163586,285472,287475,327449,293318,378374,262085,434806,352845,316720
4815,145875,177189,161143,358895,326005,253534,150904,412356,358894,207218,279110,289045,431222,151080,283620,342720,224931,117108,309079,108861,300756,365866,421783,241195,338388,325839,291741,191759,416872,322147
4816,499206,499205,499211,499216,499207,499212,499208,499213,139784,145662,208388,499215,239927,292679,362004,377423,499214,205738,256448,222941,170992,499209,499217,198575,340637,367493,423370,207159,161201,329455
4817,466163,490725,472616,494067,458796,459127,468862,471645,484503,474634,459012,460845,493216,474297,485668,492362,465948,478284,458951,470379,471515,468284,492237,471993,460454,472387,494076,492678,467420,470407
4818,167826,426900,241197,265554,339485,165631,438188,167984,427957,282878,190371,164990,352213,410709,137529,320605,319403,401932,282447,253499,410554,437883,390574,152682,233223,206343,315927,366671,404066,156496
4819,238564,197988,146097,365996,179619,348792,354763,248480,246693,194044,430205,310051,284596,173422,284432,241692,187751,356206,215272,356049,348957,221598,349775,161817,370876,385177,167027,198408,430199,242260
4820,142129,163106,190217,215280,280686,415678,284740,347507,299707,2398,414451,274114,341900,184734,373846,177418,271861,146427,288245,418108,187292,140019,374807,191233,288094,414452,358378,280687,373847,243833
4821,348947,166744,255127,301387,109490,156716,282195,161824,354750,178246,137417,150982,169371,264484,410853,251460,292654,340766,224062,156653,177894,266818,254022,111898,303827,333306,392362,382828,426886,174295
4822,151080,358894,342720,289045,431222,279110,207218,283620,300756,108861,365866,224931,191759,253534,219729,412354,145875,161143,177189,412355,416872,379372,137283,289578,152792,158091,358895,326005,150904,412356
4823,236697,137455,238302,362660,344311,428249,434477,331349,208147,276588,423181,335967,203577,205800,150111,330071,181932,316093,192014,157557,371338,151929,226724,287134,284243,152414,420038,420583,112516,304456
4824,296595,162838,213411,211989,233471,216777,416559,389427,396771,137757,416210,111460,303384,303212,111289,366974,308754,116786,353370,439458,371835,251408,384889,282735,198386,220065,277506,160429,156988,303385
4825,291546,139930,141599,313741,380049,291717,318447,342701,251728,227435,257738,238428,285277,234379,359027,375794,206629,425740,405390,223498,201411,425324,379195,157320,358883,325828,394522,342699,334393,342700
4826,213865,358077,347046,248042,140589,173315,381478,404526,333979,267705,143569,138181,427206,137968,271117,398872,347045,392999,335809,167825,179736,268845,110784,302700,428399,427205,115948,307907,265479,335646
4827,345993,179602,400785,386965,400786,253082,345992,311637,297606,297,326151,220650,351576,326158,365172,215432,231190,210873,425889,142663,400938,156872,389594,405718,141101,251200,338696,286310,346137,403113
4828,165566,287283,276580,191647,219035,258650,188207,370072,261419,139832,163916,440272,431704,302852,400781,158093,267702,259764,110934,229833,357796,431599,235978,180905,212053,190787,433168,353977,110935,302853
4829,302370,110462,263821,220947,247765,438793,381019,315718,381020,420030,347500,239213,343969,365991,398554,367797,145685,249731,371184,269397,438016,321149,420031,411009,292825,235391,1085,298396,432634,282350
4830,208326,349630,230020,432052,346764,192700,275395,430215,182912,409632,422534,166594,171993,376573,182911,183433,165994,277392,137483,329294,191091,160814,422359,187316,289883,250730,269901,283274,275494,142270
4831,393002,235659,341407,157198,289893,395948,150193,171557,172248,112680,304623,345445,367965,196732,436029,202837,170843,282826,434790,247183,295560,263931,264792,153759,179428,177115,112504,304444,399658,432981
4832,391054,366315,110784,302700,358070,278662,268311,271117,401910,215513,179802,243898,333979,367460,335809,335646,115948,307907,427206,1745,299055,248042,261099,381478,331184,301724,109819,237244,236314,347046
4833,170272,385294,354903,213424,360274,361979,361980,1084,298395,315563,153926,259472,401747,189944,335488,329894,190140,401579,427036,184894,166677,434321,247362,137111,295224,347502,156061,372904,427037,214403
4834,400957,332537,439971,291875,297290,366019,328638,317547,386979,114042,305989,183318,196676,384694,326176,379369,342880,222925,347974,139440,422884,268314,191218,332546,163453,403271,145225,151522,247788,240644
4835,473631,461463,474395,470934,484585,491772,458758,464079,491198,461015,471008,494691,488149,490437,466169,473319,469557,462164,486658,482034,494689,479709,485512,485209,476644,469639,459890,480647,480136,475063
4836,368137,193241,336140,345293,352869,330418,386293,158709,436380,211657,203923,358556,331690,215015,219710,371651,336297,324624,344658,391403,324460,154480,209394,402356,205823,263959,153797,258727,261825,186630
4837,389632,235811,380090,172386,439994,184370,518081,518112,271148,197293,358585,182428,194080,228506,518167,393674,140233,518082,518138,409771,518072,386680,146172,518091,518165,336802,136944,336969,518075,193983
4838,236269,422063,183869,328977,354000,204704,189646,228932,309406,305495,113548,142624,222750,328983,108832,300727,277786,247797,147367,224295,160240,355598,194323,387152,177627,376089,383195,410072,422062,179029
4839,372409,205796,197498,261345,410054,332868,157773,279033,288265,326478,397955,270928,351730,354296,149171,334715,205200,365358,351729,114360,306311,422350,343186,247212,190034,423029,111264,303186,265449,150299
4840,151880,350272,324452,222547,293316,2070,299384,288659,166293,274692,195710,279648,227143,244536,308083,116124,158394,373529,313095,312928,424363,274519,414606,407825,344309,243050,434473,414467,161678,170415
4841,149839,160631,281928,239343,353037,285826,308395,116434,399243,260112,417943,112866,194260,304808,160378,251077,220061,269527,334060,206349,330601,189812,352843,262756,236251,352842,176941,255508,234002,373854
4842,244406,346322,252649,211842,389925,259569,292180,309401,423194,351587,224323,184243,161084,387150,202953,297445,136,311486,437239,232929,204955,283936,239504,202061,174251,518388,391690,431542,439975,253646
4843,283107,279997,514784,514998,440126,211659,214502,142951,157871,354001,401291,191153,234674,233591,212020,173970,337258,188371,433182,353844,241619,177905,264090,338846,355599,325660,359341,515010,305668,113721
4844,427954,277099,186326,202534,282713,185882,110308,392379,302215,392378,354613,340788,390727,420266,349957,281480,209216,401929,270864,249477,167279,385194,176526,137363,426905,433841,164749,232994,401923,395494
4845,470657,491566,491751,491221,469990,459455,472769,476517,464705,468493,459891,485282,459949,468140,473194,485747,494233,481358,471200,464429,473511,469739,467033,481049,482033,471474,465424,464205,465616,464458
4846,369937,109533,301430,113550,232978,305497,260967,272557,169238,394872,166522,380402,309259,325497,263610,243687,239736,183084,311317,147731,165426,354005,496534,496538,496544,496491,496483,496479,496540,496542
4847,216391,391391,188360,267756,414288,399811,250301,183357,140225,206919,271868,261195,290876,308215,321659,399054,269129,341731,404691,176023,208750,324610,116255,190383,371817,148695,213540,237716,201990,215293
4848,481688,472850,462950,463467,480013,474832,476910,490559,492235,458114,458137,470960,481201,490076,494548,484280,463616,461438,464384,462671,458100,486253,460149,483676,488883,468081,477508,461427,463076,468930
4849,158297,240426,310951,509939,321996,431207,328254,240505,197958,389411,235654,191228,421597,151816,157500,284921,241840,439455,259445,345658,338185,350760,286419,193803,111280,255016,303203,142260,281547,200676
4850,221095,154662,261061,229674,367332,383690,326795,239624,403918,366510,150815,185678,322961,403917,271448,289083,395329,172024,212381,237737,179400,250480,395179,248662,149995,282793,206219,179225,398281,224770
4851,198408,348957,367478,356206,173422,237305,161817,370876,194044,246693,310051,198907,385178,348792,179619,239362,175750,430205,276910,370879,213340,183706,143278,226021,349950,197988,238564,284596,224275,354918
4852,433173,347965,257148,162631,215210,309239,216339,416534,273948,418949,397625,178750,209987,291855,149973,394134,425314,273680,147982,219706,111097,303015,251084,264944,146593,210381,174137,141299,236741,154311
4853,302029,110122,390877,161978,333778,384342,304296,112360,139643,110303,302210,376896,219583,424023,115807,307766,407498,198958,170711,141294,254672,144321,207052,423522,337373,249018,203306,231274,264536,349953
4854,155328,158645,200692,400622,313569,285101,199795,166878,233906,338186,283295,284922,389243,435122,375456,173071,113346,305293,290654,291383,265357,345005,203343,324961,400623,368777,143268,218607,421608,157061
4855,397277,365692,228984,368922,281543,342537,157444,338376,425582,405245,287618,412341,269303,171035,317377,245726,210651,334391,221681,190413,245461,150040,304968,113023,176238,431211,297097,238718,330914,364868
4856,165070,153161,257857,180184,344844,145212,289233,385811,182518,393176,287155,222297,386128,276763,251682,169574,146005,360602,281255,362976,347996,204500,175005,268550,270636,230614,366660,320039,439294,116604
4857,188185,280491,422196,235804,391856,206544,384683,143870,359794,190008,223050,395161,276379,322785,252889,201134,426401,422351,283920,395167,263419,172276,401278,288941,364079,193177,185793,322794,269646,174122
4858,169371,251460,161824,156653,301387,109490,426886,255127,264484,266818,144313,137417,348947,174295,273207,354750,407816,166744,333476,388891,110458,205299,196697,256126,255734,247383,367792,282198,230913,228761
4859,291855,219706,178750,425314,280980,174137,237861,359175,433173,162631,155607,257148,347965,348972,266556,258188,246453,285609,154311,216339,418949,146593,215210,144772,397625,212071,309239,416534,273948,154574
4860,341902,336279,249989,269935,428897,393478,374024,246814,362942,249139,164460,174987,334226,257733,153630,386277,245348,358547,2567,299878,222133,237788,259986,288493,296734,199845,170857,378841,399235,291052
4861,285090,257186,388412,402500,396941,325816,228645,276922,229533,250745,177739,321989,249211,411832,213936,416177,405221,363280,357456,435467,196327,431355,181024,375111,414766,344822,255645,368616,396747,113331
4862,110002,301909,328823,422542,410408,139899,318053,383536,387309,361472,171627,321,297630,262703,322,297631,217165,317901,193143,413338,405751,460193,318947,162782,351614,426425,163638,440586,326806,346777
4863,333626,233324,370874,339473,390398,194354,114364,306315,372746,156541,114503,306453,209145,202529,111428,303352,376403,334889,284422,434002,303351,111427,152831,268921,364247,263751,254671,340629,19121,397964
4864,385006,930,333619,185843,159807,225033,230959,298241,413322,288508,243605,162188,390241,329450,215697,423190,426403,183266,309727,281395,432212,142955,221496,410061,377404,274327,166375,137186,234761,284253
4865,335355,427064,181522,302390,110482,240714,236080,183605,340947,283599,280906,191594,413638,114525,306475,192423,289344,275037,153741,275055,377738,404217,339642,333499,156496,222970,320738,284774,153995,198343
4866,206629,425740,375794,359027,285277,234379,405390,223498,425324,201411,157320,379195,139930,291546,380049,291717,313741,141599,318447,342701,227435,251728,257738,238428,155981,332191,282424,334398,408817,237008
4867,180589,234711,271597,299903,2592,378210,156589,199950,321024,364536,427378,434178,155466,177063,378216,360301,371200,361819,337541,281266,413972,161098,141243,391247,145518,424199,211694,360300,312788,182910
4868,228316,267610,233611,148846,421886,161657,425316,412175,153263,113871,305817,181615,294258,365009,190062,155104,363768,143759,140862,239303,169608,221241,412324,111762,303691,212478,248988,47008,325644,285842
4869,149599,413162,440436,233880,272902,236676,270764,217962,514334,514322,283109,513983,340147,395173,287262,391872,239002,292031,207903,422073,237537,192093,326338,403281,338849,351590,240204,195222,422220,338706
4870,1449,298760,166936,376908,335204,194439,255113,279813,390734,365845,141556,381339,312287,298757,1446,423718,362008,426902,265249,235293,359966,183881,440736,310065,182561,199811,314916,260603,178032,256895
4871,152409,439431,307734,439430,428735,404687,280911,244753,280675,439273,338013,107177,393307,286997,204365,110269,302176,143214,388188,157471,330590,388187,158768,209851,198206,310464,230516,368268,336124,212345
4872,434462,420233,352367,200575,282122,220841,382835,155851,140044,142352,349116,407981,181906,346754,432635,395777,138841,390866,199201,438177,228798,139703,388949,415027,139776,275764,420225,229739,163486,349112
4873,379358,311476,322291,197875,178048,289870,342707,375795,357800,297285,283610,170644,240790,334470,311300,176829,332371,421915,294101,311477,152506,218809,272720,342875,230787,152688,245566,397451,294102,369083
4874,76609,6725,120563,93950,54717,103912,96393,93682,93958,122411,6781,29719,55285,9420,63186,86484,86090,9407,121017,39258,55280,26688,65076,30090,65247,361839,105835,6551,117749,27054
4875,379029,325626,311134,364865,425156,386793,375626,275271,439635,252765,412335,281559,311133,212739,199769,325318,285109,364864,149781,305647,113699,278577,145604,216967,394523,195247,186450,342217,157925,416547
4876,106238,29727,9408,6897,172534,86855,26910,29530,83916,64998,9440,83969,106353,52744,63096,200382,94207,105844,121777,313922,93949,272254,140178,347803,38587,365363,435477,347804,80238,6686
4877,440427,387139,412331,422048,375934,348975,354135,329124,170301,110945,302863,412968,157302,246600,268593,416692,311773,384506,233804,432038,273701,173609,375927,181364,280987,290024,247714,250355,405724,346140
4878,258331,316110,436064,298268,957,411218,356553,264602,112072,304003,180898,149448,399535,324145,344166,227738,323986,269008,220615,420617,381529,260152,378231,438826,337712,226144,395981,408009,251192,179306
4879,423356,390554,112041,303973,204120,361993,266245,155788,192772,239553,401433,364408,194336,276881,419591,392197,383683,315567,199129,241337,252008,430054,184473,406552,189509,217573,354604,139555,215128,240044
4880,181531,405219,275840,168120,345626,421227,247089,237110,269403,374200,198981,158718,435610,379008,226015,244257,342055,393646,336444,368765,169636,282086,381970,350086,318273,273608,363290,241021,382141,226709
4881,348488,338190,288089,400457,275003,214220,284923,217865,228065,318287,202596,405235,364683,322002,239713,300223,2906,178388,353515,338189,190283,188015,248466,255733,157822,167752,201971,143301,142909,175139
4882,418313,342377,113369,305316,194504,326183,201982,393990,177595,235392,394694,317408,282411,262414,297294,242700,336954,207217,439978,293958,425915,291885,369097,317400,357652,155773,272917,276417,425753,348834
4883,54687,39062,28470,26903,122603,104058,277822,349774,54760,80254,438648,208825,366325,367649,39064,312773,251184,406709,168539,64992,164889,93674,319859,376719,349773,346907,166484,109506,301403,348962
4884,468493,459891,459455,485282,476517,464705,468140,469990,470657,491751,481358,491566,491221,494233,472769,473194,473511,459949,481049,471200,485747,465424,469739,464429,480682,465616,460125,482033,462413,467033
4885,280420,233768,207039,362662,267892,378205,358085,205371,110628,302540,139916,266157,428108,236122,271410,272139,147801,234324,399510,435887,252831,420584,243585,411026,293155,321165,252204,158445,414293,415196
4886,319843,378031,347663,404042,172432,356525,250223,373214,188253,243097,195582,349112,196671,144172,388949,198155,138841,195384,295224,373064,174463,229739,1087,298398,142352,347502,420225,395618,190140,230777
4887,339483,109321,301217,277599,185447,438038,297943,631,150864,292672,390570,339329,359803,339327,340465,203822,170906,246419,176347,377421,197502,274672,322958,422691,151943,287346,142347,150203,280888,373076
4888,144221,251158,326810,289104,249287,172457,397984,401453,343536,271078,395338,244035,233213,410716,229143,356068,376584,318953,418795,227816,335517,426587,156418,139385,318064,1786,299096,335516,370730,143289
4889,113327,247647,214491,232606,239269,244326,206075,243425,217382,208843,199783,196162,159148,168836,195916,185818,142239,185152,143225,223443,200264,166376,143740,148479,142589,181720,156065,171185,182583,182712
4890,486659,479045,473503,486677,487848,469492,489388,483507,460767,470560,482714,458262,428898,468771,483469,483723,493302,396613,197701,479022,374207,487216,296591,468010,378859,475038,461897,151117,225644,208472
4891,385499,218836,362345,210174,423381,232229,284958,235396,362189,236680,367499,231334,426921,373084,265771,327292,139006,212347,155538,392392,354782,271316,150252,384044,398294,137520,247895,373083,433855,157990
4892,363759,348122,363758,254364,220323,437062,227020,150436,300718,108823,212486,227027,325471,326154,280981,418771,394671,181727,359178,278267,220840,163077,375926,197693,220555,363922,228783,163304,375783,388555
4893,488848,467905,490309,482919,484260,467470,462823,459422,480523,488007,488661,479181,473357,483639,457871,472118,477953,478499,493603,474379,485450,476868,464682,468328,487480,464342,481181,465415,459618,487808
4894,376087,437390,177312,138618,301569,109668,202429,426080,238338,195537,138756,242029,178012,322629,387151,348133,159742,349149,196941,191665,210388,202591,255551,250056,391691,270606,348141,209183,213923,343028
4895,341918,211222,405082,277103,237684,518928,402673,439450,518933,418296,518937,183005,386642,341917,418292,424861,263967,274279,113350,305297,518936,258048,170999,353359,342532,162432,518904,421610,225183,382316
4896,461292,485825,487782,478449,481845,467631,469488,487442,477932,458858,490959,487981,493129,477933,478405,494834,489563,478473,473627,470961,469042,469395,487443,474178,459979,479583,492615,461682,486114,466022
4897,420258,227254,387782,261961,395494,401923,148656,294756,209216,438340,170134,169482,284614,310217,392377,200834,354613,216482,208503,265314,349793,169205,218003,432360,156064,190143,315924,211019,265423,137680
4898,225121,310202,310201,271974,289761,299050,255816,260872,211610,251924,193761,271666,200479,222174,243792,228269,185260,180332,153525,223991,183618,1740,256933,142274,182906,159557,216534,149126,206996,145699
4899,230614,399422,261839,384730,362976,320039,222297,357160,169574,384886,182518,316743,439295,204500,145212,424532,172372,251732,439294,156445,180184,310648,285815,233904,436560,214709,344844,175005,232750,375297
4900,381321,172463,371328,344129,413787,330233,321312,404198,147408,301548,109647,167991,321318,203823,224996,432796,333902,404348,346896,407008,335644,217775,407982,250919,270087,404195,404349,420235,274141,417596
4901,164545,267815,169492,161937,187204,155327,228173,283269,152223,243312,354443,173633,268986,339313,390237,204823,145893,318022,429891,268592,387440,175434,279405,275388,426231,201604,401110,389917,224790,413486
4902,428593,352236,364716,142175,350130,115985,307944,233715,219605,169755,335991,350131,337559,384372,385967,319579,253138,238206,200541,312466,187701,154885,299593,251466,222608,265027,177273,212668,190240,2282
4903,363282,363294,435469,325129,369749,154058,405224,111440,303364,374202,182947,353508,195409,324954,211990,244566,302356,110448,358705,424844,293770,166853,111439,303363,181389,425388,311293,239097,162969,414919
4904,354610,109325,301221,143404,401925,310064,290152,166356,392375,220121,260849,178509,258756,172043,166313,398440,278703,205362,361570,140813,390733,284612,293000,440726,437884,183055,284611,112696,304639,169641
4905,149929,401938,191620,204995,251099,352228,281106,423383,243024,340957,2112,406229,299421,148751,435904,426922,246108,376748,284959,139517,323813,137460,333721,512221,423382,154707,234975,428278,327293,378064
4906,430581,176622,358387,253234,411188,293410,321509,396447,304949,113004,191495,196578,262463,374959,266441,421088,341568,296421,142970,316720,187963,272562,434806,352845,262085,371820,262562,237894,291061,286497
4907,188317,347332,202116,346583,236407,323939,194350,277615,401569,364393,177048,247781,140164,302196,110289,170731,360098,249082,419881,387759,245047,422499,352192,335187,190977,222927,347184,267110,185103,365831
4908,324790,215611,222446,400282,338035,225533,331853,331852,389067,331851,362478,383842,404888,209473,336606,177294,256660,327935,283131,267514,330760,411696,231131,427839,375290,111279,303202,389240,157476,363302
4909,169188,427067,419609,362338,316097,140334,344151,362337,259427,282726,268823,390892,239436,166449,159526,147654,236083,256425,240986,320749,243906,347217,373241,171311,294917,320750,182323,183599,230298,204980
4910,412306,226557,195584,168095,430045,265179,269456,144860,270027,369400,306716,114764,314747,217099,279623,397771,228640,372219,224055,185795,238131,271331,340127,163819,365342,236735,283092,351569,188120,348285
4911,334728,413158,405892,227601,422206,171414,517495,160918,384861,283756,369577,383355,287156,422219,137155,199881,384860,216448,177354,403595,372589,141993,272027,230883,379859,383196,440286,161707,437556,212993
4912,487849,492366,476915,460011,487831,486554,490704,466676,492236,474262,480878,460717,462004,464668,490328,487100,468964,494066,458707,478454,460387,470228,494549,479499,476911,485646,481666,470750,488884,474413
4913,247219,168435,349772,110136,302043,230163,348956,154112,367321,352203,312278,254923,152544,252240,179321,277011,271165,310209,422858,185778,258686,385176,261880,430379,250604,224405,295063,367320,147051,143350
4914,377592,228700,387631,310070,266271,137923,346928,284454,239247,110157,302063,244760,153831,311808,362012,315583,165165,351752,271087,405902,366687,395335,431899,247425,255506,201628,175702,301060,109166,193882
4915,350121,949,298260,299411,2102,138612,390904,110652,302563,207261,234037,205005,175639,329466,415070,315773,398294,280001,323978,398456,404229,272064,155538,335984,222956,350122,241751,236534,245543,381517
4916,244848,424860,324963,267392,436736,350763,421591,176183,290105,261998,400453,317203,145992,411843,350098,425403,372152,318294,243123,174151,225495,113014,304959,195253,382315,235332,336776,375457,439457,258661
