,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1800,1513,298823,437443,417846,417403,218474,207653,354351,437442,390946,275346,251614,200080,309791,391132,403326,204524,514051,383411,398783
1801,40277,12979,16199,25997,108183,91186,56665,61862,58864,61906,85236,10508,73418,17374,55808,12823,10617,13933,16071,97531
1802,56148,5799,44699,36584,70565,103717,8094,81234,44798,76854,63985,44964,5413,104498,45750,14363,102495,224105,44696,41383
1803,299294,1984,352253,153919,352254,147433,327317,362549,223983,241019,1985,299295,352255,284809,404094,165294,258184,229761,267759,415248
1804,465186,488952,481206,473713,458729,487596,474629,492423,494658,480211,461060,462535,469502,483128,470193,492152,485287,462585,491550,460192
1805,203935,193980,318665,422781,189283,279588,227377,220466,116028,324361,307987,383921,406614,251607,425969,418022,155555,339216,200055,395081
1806,405821,200394,357377,354538,480883,464339,20645,468645,462326,471173,488456,460780,473346,460006,12922,467282,461613,474241,44012,460216
1807,320382,430458,309470,186886,342264,206496,382927,229999,207673,424587,409383,268324,322047,375356,142005,201626,419669,147465,351152,342422
1808,379970,396211,171767,386567,166369,363038,360665,302793,110877,347900,411614,336863,180876,173423,259633,177243,172452,167077,404278,223533
1809,478504,462827,475943,466171,476967,459973,478505,461107,488770,489355,461660,492424,494218,466497,492810,480053,468239,468802,466909,466803
1810,301332,109435,115754,307713,191769,158279,152255,276645,409995,205118,357543,340894,245852,425238,155736,426507,214607,139075,146696,290426
1811,174740,395241,256905,324528,262680,227025,381573,390979,316165,247852,331773,366894,273742,237059,345195,430981,243321,208917,313652,183514
1812,465347,473514,487142,474314,480930,479213,494516,473868,459387,491654,487143,484972,490269,459283,465513,487565,487041,470755,490591,458055
1813,295141,213267,312028,288116,355945,258664,295126,139410,418185,169308,211530,413388,169807,295142,407388,232415,324015,312026,239130,407386
1814,461646,493979,476297,485358,484207,492950,460514,472755,463452,466966,492600,480154,490967,477813,478880,465479,485383,493980,467998,494783
1815,375061,408397,310735,435201,262349,181885,177041,175111,156346,242080,296846,358305,221234,389173,115142,307098,219294,296847,388194,276018
1816,251475,365792,224978,264421,189573,196950,159371,390674,405990,210634,221548,318380,269460,182196,169000,422972,382960,294857,390672,364200
1817,289655,185984,206955,153044,387058,342118,254338,360736,259200,348043,337934,350833,309148,237799,387059,191434,274542,213301,294178,209641
1818,316342,247390,196166,394066,211023,388050,175320,355314,230376,395881,408244,268460,350025,197499,407100,267914,166958,194987,360488,286394
1819,333375,182170,298979,1669,147369,390630,138063,176558,437615,349193,315477,275616,216767,333216,233363,410603,279394,166438,188768,318813
1820,192630,326874,169842,394031,297681,372,283504,338250,203367,142066,256682,229371,300934,109040,325883,202820,141408,432418,278595,139299
1821,280874,357900,167632,203557,253889,240594,152741,433946,347297,437654,299027,1717,385425,252229,381614,433947,209332,427007,165673,428200
1822,435661,380772,290344,405940,425211,437117,338585,208716,219021,368959,167046,192715,322337,141421,145028,137491,701,113081,700,149873
1823,218783,168930,183779,320821,141251,330011,198163,339725,382098,286378,175698,370494,335776,268850,301985,110078,370339,319517,278594,316030
1824,376012,182691,282494,165797,326550,203689,202536,424920,201710,359102,153752,227792,175196,162810,283505,421982,392295,402257,425990,343251
1825,459098,489059,489058,484800,488572,487681,480789,482167,486419,486860,475701,478269,470016,476745,473691,462861,470342,458527,472990,472536
1826,478311,458292,485052,471734,478310,468942,473857,494020,468089,489114,466605,482836,469005,206820,149334,468844,108906,289390,300801,478899
1827,255524,425102,315516,360677,354245,394618,333442,140868,228449,172844,318223,430478,138602,394619,290481,419688,326582,257786,430477,245065
1828,390644,405943,312350,354201,387684,346672,313022,219063,204641,432897,425220,185365,176465,312351,440487,284149,394765,235551,217224,406108
1829,241022,415752,404592,330138,219675,175563,339848,152866,341311,376941,407073,374446,310858,159654,282333,295975,287437,278982,314158,349835
1830,163625,251652,212015,115505,307461,169182,290637,340069,354093,577,297889,365625,376524,225223,152605,363856,222907,309668,394617,216957
1831,362068,393742,181426,313477,415269,305727,113780,335718,177084,149094,383922,354667,331436,301955,110049,399332,299148,1838,349045,425970
1832,120182,91889,72640,100319,121741,54072,33864,44447,103526,97289,103529,452819,450576,449003,454766,455171,45145,47950,45446,5343
1833,343103,405651,197242,405650,251303,252243,242291,158532,432436,259232,382796,192403,220209,354225,221532,218631,160896,174318,377350,359418
1834,170934,331615,407738,244939,378455,355669,406633,152442,377297,361622,218040,296033,275085,292601,329995,347599,324541,308007,116048,330160
1835,270698,219949,287218,378919,312834,395552,177790,196131,355944,423408,352103,279130,407716,318992,367547,335563,155956,254976,289988,114409
1836,187747,279734,209942,366570,114703,306656,292588,174884,239288,406617,306655,114702,370466,229968,1677,298987,331265,237798,361536,312698
1837,192327,230134,230336,266756,273697,185555,262523,224021,116860,308827,375723,162474,219130,421687,427591,259082,314361,421519,384800,236794
1838,492173,483780,463347,474015,491539,458081,58891,463560,470765,480076,472779,471960,103218,50541,475024,464719,484151,491820,460689,483187
1839,319506,316193,345213,320958,296004,341024,161133,158649,190917,391500,243854,429173,366753,189802,370965,370804,111984,303913,279290,111987
1840,172452,167077,404278,302793,110877,363038,223533,360665,290984,372687,268706,259633,289107,411614,187856,439203,180876,208137,146818,173423
1841,367863,379424,265765,293353,173747,420968,312654,364570,418677,267831,396322,364418,319745,296301,233152,218818,389119,199439,264230,349987
1842,213049,347113,395381,178543,423249,399135,410601,295133,399134,179565,333213,264181,295300,426299,349184,438379,265502,141994,178051,183240
1843,413233,251615,197909,381274,137028,238271,146830,252198,413232,403183,338927,313036,391922,244180,414961,214755,211970,305561,113614,213869
1844,196272,347705,161907,327985,251953,371878,401175,348380,155914,337738,317274,143600,285775,321568,358436,157023,209793,436265,314524,209156
1845,468123,483946,484286,476129,490590,480823,467771,467178,479930,483558,481444,483380,483381,493150,488693,340373,315503,479288,469163,479211
1846,440181,251501,243080,353900,259573,375186,109219,301113,115557,307513,244985,181416,301314,109417,252687,422265,236396,326052,376155,292098
1847,221036,382047,415585,331912,361779,192123,344352,285165,281580,372788,155077,277466,242934,218074,267951,179865,419039,366881,184210,408049
1848,211535,346378,203432,161890,390180,278857,171794,234124,291971,269288,228655,396547,380977,262536,188741,391964,187532,348414,227187,317821
1849,139140,234608,221958,355675,383939,174089,190418,278454,265101,370803,116382,427317,339565,361638,308342,164195,140838,258224,349866,374640
1850,191379,379120,293710,202518,2681,299992,246463,205124,221599,185729,408916,203756,347911,112788,304730,231439,304731,112789,408742,353276
1851,154229,400061,435061,336704,270840,166225,393925,248089,280524,332123,273098,411114,181697,319496,242271,138583,405666,406955,222994,142818
1852,189417,175680,145753,393770,490084,355174,153527,313190,408271,330006,171663,423456,269001,413882,144531,174089,429167,352630,327876,254508
1853,177629,366248,276198,343903,233434,198948,162043,349048,315494,162670,178171,250246,422793,254956,109751,301653,313171,109750,301652,166597
1854,429337,161785,316500,378804,216832,293362,418223,325251,321256,415783,418564,180247,240921,347735,185337,347734,234784,405995,150681,150419
1855,211123,142982,345545,345544,205055,220454,167008,280019,221592,196655,114276,306226,344907,321229,262651,296653,438252,256183,310393,415435
1856,189635,228139,423812,386227,370660,238841,221495,411123,415465,362419,295692,355990,261250,234269,228594,331970,116386,308346,362420,175576
1857,418007,148508,282750,330303,177947,399468,154407,339672,372965,432257,1307,298618,200845,179293,378759,327148,426286,367217,139927,352256
1858,356268,413707,355155,282362,325037,219510,403972,273152,172659,436099,210333,243783,415604,352762,316641,211795,411438,370941,336508,391780
1859,324362,148616,170352,213152,367557,250240,266071,224944,177084,333563,437787,110049,301955,383922,149094,253585,399332,1838,299148,239268
1860,67,139430,138234,117155,136912,117157,112747,117154,117153,117156,204,203,206,108744,108745,111663,112748,112749,117152,205
1861,241019,404094,352254,415248,153919,229761,284809,391280,165469,1984,299294,223983,178438,327317,218963,352253,287153,362549,373103,222092
1862,197563,407131,278275,377681,394944,240591,412913,224437,407447,426839,354394,369686,154520,287667,242948,213470,359577,115587,307543,236566
1863,480904,460025,489148,470633,474755,471754,492668,485084,490190,488474,463882,494472,480822,490540,484906,483326,470009,474880,493389,488959
1864,185611,140695,341209,1867,299177,385737,413266,407942,318536,292938,428683,428527,188538,299178,1868,152047,185627,388917,224277,228909
1865,163035,243084,140185,231423,213619,431620,341170,319623,255350,361795,404127,355157,397037,418870,227107,355158,179559,272750,392915,187255
1866,333562,187851,324527,377294,261736,392435,383921,406614,284664,275546,220466,227377,259693,232642,241700,403801,272630,191812,263598,270108
1867,335913,259011,232775,180555,227362,115594,307550,151797,361933,141339,276869,201194,163650,366112,310168,392805,329400,322561,398683,165974
1868,191313,161395,365918,148629,361106,326240,430961,194266,369668,220908,255828,180900,401504,233530,369149,280177,155894,425994,346686,392779
1869,201578,397699,191872,319915,371719,372503,427268,229524,145393,375019,440024,208078,182713,245074,213775,291783,245691,226772,242316,289702
1870,239616,152176,297170,180065,182722,269293,310847,166727,341633,228153,290549,360465,187712,269583,235366,234572,190433,149176,314331,337913
1871,428341,251544,260529,109241,301135,243884,407267,248847,203732,161210,226221,261666,213985,312069,233514,169078,348890,154561,394438,432444
1872,350836,342934,145982,115418,307374,320247,222151,373009,45605,103666,194438,191990,430284,5780,36754,41466,154392,148549,144589,279114
1873,487085,486640,466205,417114,487497,458609,459035,477887,458517,458930,470969,493893,459069,481985,474310,475298,476834,472988,458937,468553
1874,168270,202012,436448,272691,421505,396357,209327,171948,319776,337935,386723,179234,342932,421672,424427,234522,330830,253354,348044,170532
1875,284025,271373,327062,307683,115724,428346,271381,349551,339418,402016,251757,370171,497237,381918,497165,272138,423459,497187,149437,497278
1876,480653,463821,482992,487208,493865,463763,483987,489213,463869,464758,476368,487196,468888,470076,475887,474972,459842,492372,488993,479318
1877,276099,218704,230876,372459,340352,179813,217809,284490,163125,367064,250765,381086,323842,109884,323687,301791,228017,109883,301790,326999
1878,67,139430,138234,117155,136912,117157,112747,117154,117153,117156,204,203,206,108744,108745,111663,112748,112749,117152,205
1879,174670,314034,375738,199076,429982,286442,197026,389699,353455,436305,435402,418892,277986,184372,364960,194320,384814,196553,174737,145202
1880,148577,232742,230328,204985,203627,185358,200020,194838,175153,195891,150570,154143,112574,162541,164603,153873,112573,199,172894,158050
1881,8177,48129,175669,14369,63834,403804,406786,74859,53892,145741,103572,418382,36714,241091,48124,196817,431277,193112,67168,212938
1882,112260,304194,325020,404769,325019,402095,293830,271885,235534,176584,253610,112261,304195,227368,276148,175286,208394,314671,228484,194756
1883,319638,388060,147836,279290,205168,366753,214694,221967,382242,405668,190917,389007,166636,370965,149650,296004,236267,404144,243854,203864
1884,295980,308470,116506,161004,299474,2164,272497,330330,157397,325038,156318,147640,36655,53557,371250,45301,267744,61544,32088,41184
1885,115708,173742,170802,158536,149367,144628,155909,154633,140793,165599,165354,162614,139399,152014,109572,137559,137101,161186,169109,139816
1886,268721,166173,411283,242282,244766,168516,151607,246299,280014,182037,435019,148403,435063,225380,174766,313678,281023,286444,193145,243630
1887,280766,318219,324064,20690,409989,235846,381277,440652,255660,207342,254526,340886,188967,137127,568,297880,14410,148408,294523,206956
1888,190559,149117,413225,250474,299151,1841,189662,406616,158686,438401,142556,176466,381575,339391,181490,361429,270342,437789,362234,136868
1889,361795,272750,231423,349851,243084,392915,187255,227107,163035,169163,332269,194612,418870,255350,394058,319623,293505,341170,177718,137828
1890,8373,88340,93317,9234,59176,108485,58626,25453,59710,108031,74125,66985,74975,51075,96371,64100,108274,23044,25308,59321
1891,231344,153805,380319,222196,435229,285207,302811,110895,263205,226511,345928,396051,313862,206043,149694,436303,319947,288879,414210,414381
1892,388708,419684,390342,387707,419683,231256,152607,183637,169870,409988,377515,213438,318213,433602,354381,314988,419818,170108,348886,354085
