,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2159,139638,159808,138814,383911,276612,434707,157364,323009,401818,138154,183733,116017,307976,390627,229613,243740,174985,312187,296159,248350
2160,73612,94716,56284,21644,44216,101717,81080,76863,74236,22136,24000,63542,78913,36733,67174,78216,70402,58412,38504,74516
2161,205692,223062,110551,302461,321234,181395,258147,199253,260751,341187,313842,423617,139693,206321,356123,350024,164278,341175,153359,213705
2162,278265,394914,142160,244784,141524,381101,113594,305541,237394,394913,401826,420160,420159,381102,359398,277850,263903,312512,383251,305378
2163,264913,163196,249553,345561,210506,394235,220501,386210,265041,281715,152374,352615,201202,285191,352614,352944,282426,111965,303894,360580
2164,264773,305393,113446,195350,194275,216089,369497,233449,297872,560,340059,409714,271484,265997,440511,317811,167908,115504,307460,261158
2165,483580,473024,459259,465077,485091,491959,465938,212972,467904,467836,476267,488315,466583,472015,457881,167215,215856,469049,482618,202902
2166,331267,199376,406448,393413,168932,344215,147283,238758,200547,264007,333564,307988,116029,475633,385709,492040,182233,361614,335721,289835
2167,319745,418677,397515,364570,408210,379424,139313,164010,367863,324833,377248,296301,438997,363006,224702,180494,377247,389119,173747,265765
2168,108774,168438,157109,161915,150026,152840,158514,156060,138854,149845,141759,143775,152319,111526,144010,139211,111524,111525,143023,77
2169,294364,392476,195882,234048,422000,322217,311416,430476,256882,201157,394452,241409,158663,176108,225343,274754,149820,322218,401212,307394
2170,393887,204192,401020,350838,138913,169855,368682,214584,263803,269205,286655,208583,326414,372061,208291,376161,111516,303440,337924,424747
2171,175314,317786,1351,298662,315469,437453,440485,265780,410277,281073,332780,343418,338753,191196,254157,417525,380943,251345,155304,343417
2172,202567,199805,174141,201545,204836,206332,411420,433729,288715,245272,191484,382208,170778,170586,193139,408046,218822,400025,360347,221753
2173,436465,165990,249536,391803,337790,232174,143776,293892,320107,274059,286663,171443,147012,163324,391804,179922,276305,186986,217315,257685
2174,219467,229019,146053,245262,184357,212673,344214,223001,376798,165062,423259,374460,255958,281616,180186,191973,411259,349524,222264,316164
2175,246935,402737,380809,112945,304888,181610,146864,173595,314840,373460,379642,186334,174118,164537,426001,264318,348404,333426,191358,214957
2176,186223,393595,413256,336378,378301,319499,341676,194700,173558,395265,193740,395104,288133,391337,287985,312718,247938,381752,339405,278528
2177,458887,480397,476501,477886,476248,472463,476808,466130,473673,475282,464902,458901,462536,466368,458368,458867,470050,460099,460271,461709
2178,357851,188594,109552,301454,401167,430263,365897,301105,109211,147049,389983,322684,291268,207084,248281,387340,268133,167867,323372,225825
2179,160397,417717,157088,420506,237629,410472,360044,331630,357884,187968,292778,211225,243797,324715,176386,225205,202062,433084,157617,341504
2180,344943,360384,225976,263364,434568,306407,114456,391340,199744,176710,216750,245497,242290,149020,407752,232129,163664,340882,273222,290251
2181,110068,156169,152642,152992,151650,150606,149954,144047,144724,149606,114791,141200,114454,110067,116375,116376,142098,116374,2015,114453
2182,246859,313184,399173,383611,390999,287966,1858,299168,169194,146512,381749,295510,306089,114140,241733,331787,179596,219088,319181,137013
2183,407273,244057,422457,171354,318693,183914,265122,437317,425237,361291,354385,390344,180456,376832,159569,239138,141311,242380,403056,280918
2184,158149,375198,213327,283683,227653,250009,169251,323557,210298,359405,246456,338262,369159,243390,277272,183772,520142,283684,520134,140282
2185,430681,413574,295851,366587,383942,382081,427320,374636,236801,372174,336381,399352,312861,423451,2017,299327,188681,355677,208364,251097
2186,371084,428630,296315,426615,263279,143925,410918,276859,230459,204735,188868,240498,284986,426773,393063,299454,2144,413692,367546,209177
2187,20152,4736,24144,103527,100208,74770,40680,45149,44472,11505,13853,47618,19884,53295,11512,4034,50414,39504,55812,50029
2188,240288,295634,324346,423415,229616,352439,433732,159119,256402,485134,329971,184192,494037,474818,372786,243633,286896,392745,201234,216680
2189,271629,400541,185028,350536,245739,396539,342614,411940,199677,402120,112602,304543,353437,218004,246778,314360,414373,358632,266297,380307
2190,274758,238724,359858,434543,168913,208423,224211,113772,305718,243369,329823,272293,349357,318989,228537,238693,191140,340354,426456,413382
2191,308174,116215,153227,378299,211725,163664,242290,295679,427161,166460,199744,150664,290251,319341,244686,193591,278609,149020,295678,263364
2192,382934,175418,219933,250874,289434,335266,213258,363832,253130,281237,223198,225618,394429,430960,354075,387528,265828,255526,402584,197210
2193,74515,34042,11624,5274,44879,53592,49721,11675,40992,5322,77752,70648,50514,14630,78514,73805,4646,66971,53542,5590
2194,293231,265886,400044,355154,408055,115129,307085,328342,233523,330329,223406,386196,238260,259104,349847,224677,250191,325035,341167,2494
2195,487720,468482,462324,480507,487447,480153,492299,488922,486803,486884,469366,471790,464052,470909,461440,485617,483251,463881,465545,480802
2196,313337,240108,301970,110063,184704,148501,413712,408874,225465,259217,232854,316336,280500,344934,149489,253451,197505,388970,236623,438873
2197,327663,389295,217611,420979,290955,314156,226179,276715,382210,201847,319454,196033,2312,299622,339844,341156,171610,199071,185827,397352
2198,191137,430643,309150,231110,345903,347885,414527,249815,185192,430644,251195,171912,253149,326413,346066,363030,233774,210314,360737,392296
2199,368967,419804,215422,427745,168393,348379,290002,267686,200949,157197,256351,317616,257207,360914,294498,235660,332253,368968,202664,242842
2200,194984,319914,280011,389675,332611,337155,171528,397697,237301,419373,219405,363345,271570,192167,257899,382594,372312,372501,260571,160082
2201,333082,274536,241031,436790,138586,150061,387038,422268,353563,234264,382918,382917,205174,376639,320366,256512,263908,409049,431595,175353
2202,334977,264427,376033,270224,326103,234230,300505,318392,361124,371751,108611,201341,189127,188709,318393,342007,171183,231306,243298,290435
2203,570,297882,365622,323407,387705,244216,329231,329232,359562,258380,176707,152350,175354,150576,348891,164098,361204,373643,412570,403053
2204,270494,225846,232054,327222,315670,115910,307869,437815,347295,284172,383436,116056,308015,370488,114138,306087,255605,370489,414979,213547
2205,152566,274293,295479,390957,312333,306216,114266,401963,236475,308140,116181,284824,295299,326999,187603,137857,240688,268249,270902,146563
2206,216508,2484,299794,364747,362718,352742,432875,344361,275807,221362,341472,263666,202434,330135,316317,433731,356588,161148,428798,224913
2207,164915,291296,241531,261516,391941,371543,421509,237291,205924,423933,419052,330833,174566,246888,143573,435544,303109,111189,404783,439707
2208,341045,263477,244405,139039,221525,152994,197512,192511,139409,295336,221358,240732,189132,235605,289205,402013,340565,219183,437969,183193
2209,109752,301654,154316,313028,398664,188137,385226,156502,202029,157968,388840,256026,417701,403042,245252,242093,274251,226095,218341,327202
2210,432274,136708,302113,110208,171160,428804,122086,434552,236598,234204,123303,120667,136727,184702,80849,103595,140145,396858,74569,267931
2211,493390,464843,494023,474183,283688,472988,462272,488644,474310,158120,480509,467299,493893,478160,493061,460965,494442,461041,479822,458517
2212,111007,302925,321217,281574,275942,280897,336505,426947,400031,371533,198154,396185,382554,285353,187576,295977,143896,169140,324846,246832
2213,397853,297158,332067,400324,371873,143658,430620,220219,427560,508732,327977,357043,291416,368175,345054,345055,217672,371699,267024,331893
2214,351822,390667,148141,412751,392948,346991,398670,199044,407440,376836,292609,281711,410139,140579,403203,157749,301141,109247,426659,217171
2215,191509,266200,207006,394419,340205,178736,155269,401349,240826,373444,239926,182352,373299,229177,229134,402874,177691,239256,205941,361005
2216,428975,212611,331772,406785,175654,225002,259785,306864,114911,394055,163001,329833,229466,154573,390978,191446,384257,286634,252632,205132
2217,237622,406463,205311,381425,245594,163494,250711,361444,312704,145904,385409,344060,188962,402003,428824,426632,340706,327702,185494,269762
2218,111210,303132,409264,414554,160467,273332,303133,111211,421689,396230,364958,307109,115153,343129,371573,288366,174961,224340,249408,289209
2219,288324,209186,216823,213873,254513,346537,363554,280567,412430,194207,176232,285790,322061,403,297712,216611,283219,421845,340243,238128
2220,416623,187817,258191,385124,387231,273410,424765,356928,338449,416624,303293,111369,439891,264531,343921,153526,216950,414690,268620,160801
2221,207115,169088,200225,303434,111510,430949,293659,163037,221775,139818,376001,240117,249044,214110,192676,259611,203061,203984,151384,430788
2222,175111,358305,262349,219294,408397,242080,181885,375061,389173,224523,177041,310735,276018,296846,400056,435201,296847,350182,176126,156346
2223,112575,140732,140660,138478,138960,139179,137872,116993,136952,108743,112576,111662,112654,201,116992,112746,202,108742,108741,200
2224,438721,352116,252065,308154,355813,147450,116195,197117,186424,438099,418200,354669,198521,165804,222848,200598,239418,151150,217125,274664
2225,495323,495531,495839,495639,495337,495321,495684,495460,495464,495735,495547,495452,495695,496868,496867,495605,496862,495683,495371,273017
2226,234298,224393,240827,344568,317958,194262,174680,340056,340055,163010,265993,340050,268450,171801,274218,215441,217039,343900,255592,385235
2227,395413,159501,230355,339230,287328,430664,312853,315842,347595,276860,257591,355666,378294,354838,253922,254677,515192,385710,312700,515360
2228,50,233199,233043,225808,227620,197661,210257,164792,205418,215979,174992,181457,193478,174715,141082,155308,167568,149538,201855,148916
2229,335102,377649,369816,180398,243949,203065,163825,278413,194184,377650,266015,432576,252992,292089,386543,333231,346505,217038,294334,523885
2230,360928,360927,192098,309476,309477,290072,244687,351158,207630,437133,380636,227004,424751,335109,218030,394038,164858,253763,551,297863
2231,145847,146000,253873,356121,360485,427140,273506,411278,350021,167822,140071,199479,321094,137605,427139,256310,231716,253798,243172,382234
2232,260975,322383,225281,307397,149302,273987,205153,115441,279155,229803,323894,154774,181716,318702,426357,253168,177150,178341,369508,195140
2233,311034,288406,404776,293675,382399,226022,519795,238892,519803,519794,414191,222727,519796,304050,112119,171551,291308,228215,427280,259640
2234,255327,429525,350399,151488,251837,259536,205482,156897,332314,321785,216993,388148,313688,319972,183064,159001,250231,370987,224221,190897
2235,31596,100330,99919,99217,99452,57157,91892,98850,99325,31482,38321,39173,76711,80611,97084,98212,31548,18735,31394,68922
2236,294182,412260,320341,253844,216728,154618,196507,416629,369172,304879,112937,169571,222430,373170,409248,371906,353582,270957,151817,424761
2237,427602,280323,388257,168016,436290,325234,257660,341491,214497,242123,325403,268540,397376,278531,397375,404790,515041,515364,202333,154356
2238,227106,269512,432402,361707,172616,406782,172966,174403,356116,362733,213175,430976,188131,378772,361708,170152,236549,330327,244531,140511
2239,283542,410007,153073,163567,382634,276034,337057,432162,373348,287929,385145,351355,400746,177607,433291,329088,436823,243821,372097,272649
2240,146543,244880,165361,167616,175136,390955,260748,395692,152876,366876,426465,272264,181627,385544,432552,411082,246257,420648,282212,213924
2241,213613,288549,372794,221943,344358,432560,230538,420816,321061,238644,324673,195356,367874,362554,400022,418845,169728,144579,391302,242083
2242,402288,440536,440672,426189,241202,229862,348422,336890,256931,387389,440535,353602,322736,323902,203104,99,297393,147453,236228,198952
2243,226161,386408,270820,330547,405331,431164,287722,220854,308679,352966,116711,397071,405332,356314,325761,147427,330548,206265,157560,225186
2244,438898,330180,207873,164486,355992,187106,199272,336539,204196,374653,295523,112301,304236,246919,262570,180988,175142,423806,403681,304235
2245,261305,262478,296488,195708,179135,164767,245433,147736,341164,223132,217502,413700,110364,302271,205246,374450,265130,157659,250935,217748
2246,99352,209291,177846,202760,166691,155029,182289,200395,161712,174183,150465,149621,115200,180341,188490,195692,143821,151967,165886,155701
2247,309019,117048,384629,249327,140835,230956,319952,356459,212388,174939,249145,356463,347907,429977,342960,221981,320403,400546,182112,212658
2248,416136,418886,337786,416137,293891,389703,439743,400550,350859,220787,371569,27446,57475,431821,144533,364965,317475,260946,314381,314382
2249,181853,151375,256915,295826,361792,205261,183686,150538,211263,263668,361708,244531,272221,257237,362733,213175,391477,378943,155933,356116
2250,58104,57562,7092,61430,61031,41601,56063,7478,97308,43069,14851,97369,39909,4127,41364,49767,43975,100195,41233,73623
2251,263544,201356,139746,380802,359110,183594,359109,234643,197596,185610,212054,314837,111360,303284,416463,291799,288600,143179,219841,156784
2252,160561,231791,200513,344226,362247,227752,340701,313332,399335,387971,258880,378618,210776,284670,367565,116203,308162,366743,393910,254493
2253,388496,184328,212087,156045,430470,436807,270855,152941,333102,342135,235103,242745,237472,253542,414541,178411,317294,193804,389850,151477
2254,365785,412581,410138,191029,298193,385241,426506,882,201657,147041,162536,289485,361296,221886,234710,219807,143311,147429,147275,222945
2255,192019,179573,225971,316783,179749,262873,142512,140172,276428,270750,344893,347700,261458,245423,214130,436254,345066,416605,408539,379606
2256,111202,303124,177897,144422,287062,185763,167140,309320,436803,325726,264405,270444,180115,236976,236570,142526,156449,311411,278491,258322
2257,289389,175620,409747,433632,277562,201832,208886,315176,380994,239952,376053,228687,294546,245515,203870,904,115529,190361,317987,193666
2258,228901,373174,365122,188899,291633,206360,215283,280299,225370,246501,227203,396844,137414,175585,363374,76,297373,178807,142847,271327
2259,255477,333424,152832,380812,188010,140709,212155,419538,158821,261199,419537,433443,168970,191501,183861,297697,388,314846,200746,369672
2260,222857,397567,242404,163020,323264,146287,350858,325936,388351,285382,239429,276227,402130,157488,194298,388350,429978,337337,152450,162655
2261,95724,291307,282973,271407,261223,205958,255293,236524,245037,251417,166137,196562,148469,233063,182060,192103,236308,96046,142225,146026
2262,288600,219841,365448,191590,230,297539,431985,338276,212054,291799,141723,139756,248690,229,297538,268212,328728,379462,185673,314697
2263,251360,145594,1169,298480,329678,437637,434247,151534,264166,275365,343897,290706,357537,149786,211776,401677,162780,259452,220920,515353
2264,140994,419973,383092,343424,433768,323551,357068,322190,344069,244259,361012,168816,144475,216000,548,297860,402416,412413,326879,348387
2265,406511,355704,357096,182362,269787,286380,317662,233736,373193,170649,376207,337055,291981,249123,348760,303468,111544,305769,113823,142144
2266,333088,421979,297690,381,161165,309313,348207,294342,214930,402417,212969,387212,236708,402247,203782,249545,164682,180713,252121,291451
2267,113613,305560,406296,339091,1690,299000,329686,247780,227009,354528,374285,320655,144350,195366,329687,194757,236882,201899,204292,355507
2268,383773,154339,159657,406643,410637,138627,151413,312717,196853,408094,185553,407581,395103,171855,361548,287613,199131,147280,149660,188770
2269,287018,379976,222116,186556,219834,288012,368687,233443,217688,146775,200576,368688,416290,203511,439542,345922,325574,326090,189080,152231
2270,179545,142847,351163,76,297373,396844,115426,307382,246501,142498,421986,215283,425486,422143,373325,291633,380644,280299,240119,213102
2271,40003,7744,66637,50412,101464,7583,41301,14483,43919,20157,7683,7868,16167,24193,100242,50807,76892,100628,34134,33760
2272,194304,380325,317471,234735,185965,233250,314379,328394,162063,435567,416134,356776,219434,406332,405164,323425,253587,152842,402129,235723
2273,13898,100495,27612,63748,63502,50237,80704,5021,440811,238042,14728,39942,190129,341035,101699,36247,7757,41782,189272,47593
2274,214986,303276,288583,294167,276640,273349,294166,294165,271294,246822,269043,232917,149579,111352,155209,159662,231975,176330,174026,167388
2275,353759,271931,184588,356936,244897,222417,300504,108610,113276,305223,161958,361041,346373,358956,419236,358806,414696,171969,435568,232167
2276,18492,98497,98413,73196,97195,98254,38046,72080,91885,97183,97270,98188,26702,31557,38075,47124,19859,96465,97115,86818
2277,373325,425486,213102,422143,151280,307382,115426,351163,142498,175135,421986,380644,179545,142019,201422,178807,142847,137414,215283,409412
2278,340520,150931,339072,285960,362060,437782,138339,230743,315642,142374,163769,392092,166383,327852,174265,211751,403496,499090,306646,114694
2279,424619,179473,231933,323586,400730,439752,388435,115083,307038,259789,168715,379310,252561,338296,190814,328411,338295,380498,113289,305236
2280,237050,355311,295989,314171,368040,355312,176021,415932,168575,279469,403981,155535,209014,371256,148277,279058,355313,314172,214576,198318
2281,419835,181673,200962,246718,440669,176457,303791,111862,388792,255995,347614,111859,303788,278869,426668,165983,335612,292459,267642,267557
2282,273103,415928,408224,294151,400184,393216,271497,263407,303093,310364,285530,237507,258100,174625,161230,111173,157810,232259,202764,140323
2283,231137,294187,282574,286523,311718,216234,206950,422144,365458,169704,142161,215652,307454,115498,270082,184652,267928,187523,412262,294186
2284,267728,191377,246371,176676,328914,259769,137357,270060,220078,207179,363711,219058,323740,402603,433280,314854,394446,292287,144445,357224
2285,319143,264645,230079,192870,392903,321077,225678,316324,406926,245961,208775,431134,154089,349840,275184,258970,411092,240449,336042,201299
2286,313671,435825,386220,361814,175288,410790,429329,239214,415625,269277,358020,355330,164019,244885,296350,355834,189109,213674,332121,251374
2287,49707,14225,50048,30223,58132,59168,20653,49777,60551,58009,14412,7067,49763,21065,57446,14697,61461,37073,23670,47977
2288,193698,221987,111699,303628,232456,230643,294197,433287,416790,200464,257466,322065,328744,380980,405492,258175,335599,225730,309508,335448
2289,95914,88590,33307,51214,92817,6018,94976,34442,88919,82289,56396,89363,89144,92564,81833,89362,92417,84912,92578,88391
2290,140303,191829,187341,177403,181091,154875,169683,167239,170423,142628,153536,138351,169359,150187,145544,147045,151765,114148,114147,165621
2291,373610,484265,346666,463151,402884,290262,186801,312878,522947,274428,522893,417262,523004,522900,373303,522879,523023,522861,390312,522925
2292,424615,363070,290192,154697,158329,346245,217187,201629,384634,396564,372705,404811,350714,388362,396565,416147,215054,363065,275250,165832
2293,375365,241578,205929,273716,299966,2655,208347,286979,195903,214576,182403,418539,286824,236143,196514,286962,407900,198318,232384,400356
2294,417545,425077,373629,343435,426327,440495,115646,307603,219790,275238,216042,284001,335577,359551,162079,181882,233508,1361,249931,298672
2295,69807,40664,11004,100498,50535,7864,47827,10985,58004,7579,43536,27545,27633,17822,60678,27520,23929,61034,55861,94748
2296,264490,192590,218974,247593,279825,167923,142141,139427,383244,168094,224428,216201,109215,301109,182825,178623,394199,309973,327027,433763
2297,426824,331469,417556,434106,219580,432758,331470,113973,228410,154771,217278,428833,305920,340553,361369,377982,354687,115904,420189,234373
2298,143070,163741,152323,156729,148449,150273,148292,156202,141318,144141,148251,147616,146821,111036,145128,142403,100788,100871,138529,100722
2299,100,210061,209865,188310,202471,202562,141306,177714,200758,200232,193146,145750,139504,137146,115228,159698,184765,194239,142002,115229
2300,380119,330813,244380,218321,330496,341971,237611,157671,337745,142409,239012,319759,193425,273655,252423,311197,206638,392768,144298,226584
2301,163958,220321,183636,143110,434727,366738,139574,295500,228836,406936,383934,231537,427301,420673,284678,418214,316175,344380,238094,403662
2302,144543,209659,204561,155297,202642,383581,286645,370297,150808,190336,231345,346975,431775,142044,176634,392096,390791,359534,286942,333220
2303,233901,350002,411733,344523,400346,282273,150509,168177,202413,223630,235450,321387,270784,250354,371394,344887,330652,424075,435366,397530
2304,392485,311925,144182,315321,398386,426846,141229,206104,238082,148516,226352,190268,195249,392486,376369,186771,166426,201701,406827,369696
2305,56063,41601,7478,97308,61031,100195,58104,61430,97369,57562,41233,47470,7092,11014,17714,55962,73623,41364,43440,20355
2306,112797,396069,321789,362772,304739,272572,304738,358326,150092,249728,138367,165287,224821,227006,291170,345939,142436,239696,211030,112796
2307,336069,340237,340238,403061,204453,250041,251965,385429,367431,242483,243194,236063,286455,322732,402907,109605,301502,257517,344411,404646
2308,246069,290742,385118,360852,269084,396687,343606,173779,173338,424589,304718,112776,343266,206998,337328,166895,140971,201927,387065,358790
2309,109609,143492,142755,142724,141761,115770,141132,140621,141697,137812,109774,109608,106406,109773,115911,1722,114459,115912,115913,139894
2310,426824,331469,417556,434106,219580,432758,331470,113973,228410,154771,217278,428833,305920,340553,361369,377982,354687,115904,420189,234373
2311,178017,226972,217532,210590,211848,207720,199139,210345,210311,187591,184392,3019,141770,140276,117033,148966,201727,169298,175175,174933
2312,116845,439526,308812,393231,273087,256751,332283,345081,435382,404269,331262,293864,139036,190374,247415,356444,276438,162282,196835,182840
2313,143070,163741,152323,156729,148449,150273,148292,156202,141318,144141,148251,147616,146821,111036,145128,142403,100788,100871,138529,100722
2314,3563,73741,76829,16615,43987,13992,21174,43608,14123,4645,50404,7194,14767,69527,13927,61438,57416,53365,16972,4288
2315,168978,221002,289432,280227,307873,115914,423123,278778,295009,339114,175980,299033,1723,257794,422616,354708,189710,140940,322724,211909
2316,61204,20505,73524,17819,60650,49300,17576,6979,66531,3497,60008,4923,3642,57722,40587,4610,49333,13220,17409,57292
2317,426467,367709,191257,170835,385870,352277,413402,196777,384418,295824,155766,189350,185957,138803,188926,162765,324688,204605,385869,355145
2318,43554,60805,59982,17138,44424,61139,36466,50840,268641,380653,291641,100069,44462,337344,389865,7271,16156,229004,233222,7889
2319,515867,515865,515855,515879,515883,515854,515862,515895,515897,515896,515868,515894,177444,515882,516730,516717,515861,516716,516713,516732
2320,408111,2528,299838,223577,355184,199933,403683,230895,321609,258891,213949,278744,159406,278121,330179,280836,355185,290457,284689,211448
2321,137705,174475,173189,151660,165241,155559,148168,114132,157895,152906,152426,142692,145812,1185,114131,1705,139657,150507,140373,1704
2322,96453,97258,104184,118413,13530,48720,121843,100316,31284,119972,75931,38133,118401,107751,99334,100382,98465,18509,18733,99215
2323,387680,109888,410452,301795,186059,378114,431776,241420,417693,227192,294966,322699,190508,284143,250414,146534,272714,278855,214002,109889
2324,69655,5120,53024,55942,61469,56049,14317,7241,36394,49760,23873,61274,14199,58479,99555,69815,73647,10599,4515,40537
2325,432161,359430,139753,170699,185424,283544,165365,440846,394629,438446,137816,258067,410005,409579,335137,376213,250069,322907,160170,179089
2326,316838,323268,397234,388219,321452,176541,229406,388221,260463,400560,375402,218872,193994,296871,371135,434917,352972,151137,330708,384289
2327,422780,203092,292584,381260,257142,277025,399576,199963,295485,312691,289899,210500,318996,305895,113949,340691,144658,168402,333560,1836
2328,393418,398803,295156,115734,307693,292438,245324,349058,270256,313031,329679,273012,141482,351805,367096,398802,515113,154768,426321,195201
2329,430316,277477,361219,401046,292133,338461,240221,309665,326278,210425,268061,257475,320579,373339,401047,137289,323746,223593,172280,409840
2330,37118,119834,85211,51158,89503,119798,25305,24633,64603,37136,24634,8372,6007,8400,25329,56740,95340,51159,56574,98616
2331,522739,522622,522737,522713,522727,522668,522674,522711,522644,522719,522585,522686,522592,522735,522715,522642,522587,522612,522732,522667
2332,38034,118287,98925,120406,38310,118295,39342,31680,38208,100941,98860,90343,98095,39324,31614,121891,97184,31325,103285,121429
2333,43294,17276,69354,17786,16507,63532,63248,40389,24230,57516,10956,50293,100190,49250,7088,10937,36133,55380,10516,20119
2334,380990,161924,401388,390362,279075,283391,422004,170014,283390,271338,253649,333457,151566,440376,230218,205615,231528,139999,141841,115389
2335,143070,163741,152323,156729,148449,150273,148292,156202,141318,144141,148251,147616,146821,111036,145128,142403,100788,100871,138529,100722
2336,437802,272920,190123,177841,197436,410631,414971,284344,433081,274322,235619,183163,392270,143463,315496,295158,275913,167783,426488,274420
2337,343735,172491,392095,376312,114696,306649,377122,185236,333577,387679,148290,422587,322697,383416,218387,403171,431774,270184,259907,282388
2338,224502,395701,360364,427120,341325,397202,290663,155608,250278,168171,362732,182648,151757,187240,110537,302447,285014,384424,255108,331925
2339,256345,430463,225037,326055,253550,311884,424753,365605,262529,425481,274807,373313,137092,392622,178159,202237,141188,353909,196695,111837
2340,306526,114575,146426,251409,110081,301988,403381,279692,355838,143918,410961,385906,216724,438757,232025,267160,232797,280522,427479,186607
2341,176430,340729,310161,279325,440821,318524,428208,160238,225334,178918,161437,413095,171964,181656,190168,164969,401525,233836,207340,180486
2342,167963,248175,242531,181858,384096,331780,209719,423270,276906,116347,308307,407899,191025,273096,354825,180594,144957,144231,207672,184607
2343,27385,13005,12988,3189,3887,49749,56011,23654,15962,73542,12993,40514,6960,12967,10478,12894,3192,60519,12982,12968
2344,331263,391933,198776,289010,290111,419216,249706,166012,155167,159508,363028,277362,411749,241567,423926,199170,265955,156450,358449,148807
2345,10533,55434,7252,49919,99544,69472,49830,39918,53266,43157,17520,73485,55979,13151,7334,73730,20867,36358,69501,53238
2346,178796,439922,386747,147044,408588,208165,342803,281880,197554,350553,137895,162990,342823,240996,405842,400560,260463,229406,388221,176541
2347,432573,190375,175938,212853,188542,295991,201090,231269,216852,194156,148977,257532,336359,435801,327523,336518,423608,186047,439017,237844
2348,362600,272802,164960,258372,330360,261901,162785,439220,143614,420533,144213,310426,336710,379989,165769,189516,236511,152118,234881,319814
2349,215580,280278,192994,200151,394194,164758,283662,365758,183096,283661,147516,309633,419971,187350,369134,168543,375683,166204,396518,115480
2350,196853,138627,151413,312717,407581,395103,361548,287613,171855,406643,383773,159657,410637,154339,191830,434413,408094,200518,199131,147280
2351,145259,320570,250547,361212,314849,338463,173608,140564,111539,303463,294198,212459,412433,267005,149201,397908,257980,283225,179350,143550
2352,265104,379272,269220,149041,265869,421141,160925,145562,200846,274395,236833,325910,331923,429146,151812,162264,341165,150737,145320,265919
2353,245070,374615,200799,144365,407904,355151,197202,344731,250200,202593,154899,395864,325383,330327,139676,244531,213175,362733,435196,186699
2354,242921,321254,337030,152818,197388,144635,233618,290992,372541,205058,209555,415624,231941,182333,362899,228440,375230,247822,229391,425511
2355,141593,170482,192338,342940,307453,115497,139448,363704,155609,275622,200746,369672,376185,388,297697,183861,275435,239168,314846,249427
2356,286265,194279,438407,351970,413242,359879,296030,388962,327540,178507,398804,189725,349215,186045,260389,181657,392112,150366,376827,212340
2357,140303,191829,187341,177403,181091,154875,169683,167239,170423,142628,153536,138351,169359,150187,145544,147045,151765,114148,114147,165621
2358,406647,275709,393269,399002,155634,265077,223086,335767,271266,180838,186417,299339,2029,349556,410958,395428,158307,282882,147287,366431
2359,303125,111203,356918,258992,139007,234234,303126,111204,317118,259674,249250,267067,314370,396535,353431,431636,257376,244671,396536,411934
2360,205788,421706,371764,166557,334986,380830,229888,379809,376042,287839,387395,261231,277640,250,281689,431829,264837,246298,245029,214086
2361,177893,178022,183879,272465,292092,269218,310699,300468,393719,108574,232094,436430,437121,214626,212423,113086,305031,385102,220580,277800
2362,361364,230911,370159,315507,364195,437644,284010,359886,346993,315306,307715,224008,115756,199202,367418,315506,394613,338935,367419,346992
2363,2333,299643,403817,236850,192866,438877,330513,397047,149465,418392,295831,233403,282378,325044,277848,330156,273024,316174,171704,233080
2364,197491,439056,161381,209006,233055,358028,330356,320969,434581,355189,242239,413890,321613,159113,321616,206890,219490,290830,168594,207435
2365,399576,144658,168402,333560,485201,249678,209228,177375,199963,312691,295485,318996,327178,137238,236549,430976,151362,411098,140511,335883
2366,3626,16735,24029,23568,63603,99540,60765,16833,4497,39833,63526,17435,13601,4073,41109,49547,53276,20863,3628,40736
2367,277279,429359,269770,285049,436841,350057,279964,281012,236385,223694,219137,221301,291178,285050,154164,320974,152182,434754,166203,241154
2368,232800,144289,419810,213025,252637,192033,242686,304708,112765,194777,440030,159769,265016,322192,256349,294505,241152,287787,171598,338258
2369,14858,49549,60610,50120,100233,14411,40628,47837,11282,14685,7571,61485,20952,4335,76844,69473,17105,56045,49567,33816
2370,223195,158594,368033,325030,330325,2490,299800,392910,192454,160622,352599,285011,271008,395396,110366,262075,233687,164917,284832,302273
2371,320401,411767,226752,321760,230677,293890,330851,139311,164796,364614,207158,149884,195985,411768,3029,300337,302962,111044,257574,215188
2372,516719,516712,516707,516714,516744,516761,516710,515861,516748,516722,515853,516715,516732,516725,516752,516713,515868,516754,515881,516716
2373,253975,363711,115376,307332,334982,164599,323740,426180,259769,357224,348579,214904,405491,433280,270060,176676,215367,263845,246371,232969
2374,246141,418240,212470,362432,170093,184091,166333,316209,208008,391523,383630,415646,378651,349888,256643,310432,272135,355845,357257,352646
2375,307160,115204,350377,439345,260121,215484,220357,321427,358462,197171,364604,272569,148755,236430,262733,165607,194532,208993,386564,150227
2376,278610,254479,429160,399341,175180,366739,206442,234421,166647,279446,426991,265764,339556,279210,221596,187882,399169,360028,273253,362244
2377,284843,184082,114918,306871,418387,438574,328022,324871,418386,211878,316181,146726,252722,320950,282022,349700,429162,265593,225018,165950
2378,377655,178955,392929,363999,252880,338445,335425,223363,412882,250370,422448,156932,348557,248652,148858,361193,153126,348558,262350,225503
2379,176312,237977,337642,260434,260031,169912,206401,397077,372371,404008,158077,396242,206585,253628,404009,424142,355346,199430,291184,393778
